ipc_class_symbol,last_ipc_version,NbAppln
B29B   7/36,2006-01-01,375
B29B   7/38,2006-01-01,997
B29B   7/40,2006-01-01,1054
B29B   7/42,2006-01-01,2841
B29B   7/44,2006-01-01,358
B29B   7/46,2006-01-01,1256
B29B   7/48,2006-01-01,2907
B29B   7/50,2006-01-01,113
B29B   7/52,2006-01-01,377
B29B   7/54,2006-01-01,55
B29B   7/56,2006-01-01,1206
B29B   7/58,2006-01-01,1979
B29B   7/60,2006-01-01,1526
B29B   7/62,2006-01-01,303
B29B   7/64,2006-01-01,239
B29B   7/66,2006-01-01,190
B29B   7/68,2006-01-01,290
B29B   7/70,2006-01-01,26
B29B   7/72,2006-01-01,2257
B29B   7/74,2006-01-01,4403
B29B   7/76,2006-01-01,3080
B29B   7/78,2006-01-01,54
B29B   7/80,2006-01-01,1303
B29B   7/82,2006-01-01,1529
B29B   7/84,2006-01-01,1174
B29B   7/86,2006-01-01,233
B29B   7/88,2006-01-01,1785
B29B   7/90,2006-01-01,1619
B29B   7/92,2006-01-01,236
B29B   7/94,2006-01-01,1087
B29B   9/00,2010-01-01,10025
B29B   9/02,2006-01-01,1645
B29B   9/04,2006-01-01,941
B29B   9/06,2006-01-01,14187
B29B   9/08,2006-01-01,1071
B29B   9/10,2006-01-01,1482
B29B   9/12,2006-01-01,3488
B29B   9/14,2006-01-01,1936
B29B   9/16,2006-01-01,3139
B29B  11/00,2010-01-01,5078
B29B  11/02,2006-01-01,1051
B29B  11/04,2006-01-01,352
B29B  11/06,2006-01-01,1158
B29B  11/08,2006-01-01,3892
B29B  11/10,2006-01-01,4824
B29B  11/12,2006-01-01,1317
B29B  11/14,2006-01-01,2532
B29B  11/16,2006-01-01,7341
B29B  13/00,2009-01-01,10921
B29B  13/02,2006-01-01,8662
B29B  13/04,2006-01-01,1093
B29B  13/06,2006-01-01,4780
B29B  13/08,2006-01-01,1380
B29B  13/10,2006-01-01,4646
B29B  15/00,2010-01-01,8371
B29B  15/02,2006-01-01,1292
B29B  15/04,2006-01-01,463
B29B  15/06,2006-01-01,190
B29B  15/08,2006-01-01,2203
B29B  15/10,2006-01-01,3506
B29B  15/12,2006-01-01,4862
B29B  15/14,2006-01-01,1005
B29B  17/00,2010-01-01,20406
B29B  17/02,2006-01-01,10876
B29B  17/04,2006-01-01,10441
B29C,2010-01-01,7687
B29C  31/00,2006-01-01,13691
B29C  31/02,2006-01-01,2339
B29C  31/04,2006-01-01,5731
B29C  31/06,2006-01-01,2441
B29C  31/08,2006-01-01,2372
B29C  31/10,2006-01-01,847
B29C  33/00,2010-01-01,26064
B29C  33/02,2006-01-01,13971
B29C  33/04,2006-01-01,6889
B29C  33/06,2006-01-01,1215
B29C  33/08,2006-01-01,678
B29C  33/10,2006-01-01,5198
B29C  33/12,2006-01-01,5832
B29C  33/14,2006-01-01,2053
B29C  33/16,2006-01-01,588
B29C  33/18,2006-01-01,969
B29C  33/20,2006-01-01,4571
B29C  33/22,2006-01-01,2112
B29C  33/24,2006-01-01,1520
B29C  33/26,2006-01-01,1250
B29C  33/28,2006-01-01,322
B29C  33/30,2006-01-01,10721
B29C  33/32,2006-01-01,354
B29C  33/34,2006-01-01,1673
B29C  33/36,2006-01-01,2442
B29C  33/38,2006-01-01,18376
B29C  33/40,2006-01-01,6023
B29C  33/42,2006-01-01,10775
B29C  33/44,2006-01-01,11257
B29C  33/46,2006-01-01,1268
B29C  33/48,2006-01-01,1992
B29C  33/50,2006-01-01,1848
B29C  33/52,2006-01-01,1834
B29C  33/54,2006-01-01,158
B29C  33/56,2006-01-01,3101
B29C  33/58,2006-01-01,1900
B29C  33/60,2006-01-01,3436
B29C  33/62,2006-01-01,2057
B29C  33/64,2006-01-01,1703
B29C  33/66,2006-01-01,94
B29C  33/68,2006-01-01,2401
B29C  33/70,2006-01-01,409
B29C  33/72,2006-01-01,2475
B29C  33/74,2006-01-01,170
B29C  33/76,2006-01-01,5375
B29C  35/00,2009-01-01,16244
B29C  35/02,2006-01-01,24395
B29C  35/04,2006-01-01,8789
B29C  35/06,2006-01-01,2224
B29C  35/08,2006-01-01,21287
B29C  35/10,2006-01-01,1835
B29C  35/12,2006-01-01,1648
B29C  35/14,2006-01-01,293
B29C  35/16,2006-01-01,7825
B29C  35/18,2006-01-01,377
B29C  37/00,2009-01-01,23990
B29C  37/02,2006-01-01,4163
B29C  37/04,2006-01-01,789
B29C  39/00,2009-01-01,16992
B29C  39/02,2006-01-01,10889
B29C  39/04,2006-01-01,658
B29C  39/06,2006-01-01,946
B29C  39/08,2006-01-01,930
B29C  39/10,2006-01-01,18528
B29C  39/12,2006-01-01,3970
B29C  39/14,2006-01-01,1704
B29C  39/16,2006-01-01,2179
B29C  39/18,2006-01-01,2965
B29C  39/20,2006-01-01,1032
B29C  39/22,2006-01-01,4452
B29C  39/24,2006-01-01,7797
B29C  39/26,2006-01-01,11673
B29C  39/28,2006-01-01,701
B29C  39/30,2006-01-01,125
B29C  39/32,2006-01-01,369
B29C  39/34,2006-01-01,566
B29C  39/36,2006-01-01,2423
B29C  39/38,2006-01-01,3761
B29C  39/40,2006-01-01,1144
B29C  39/42,2006-01-01,3409
B29C  39/44,2006-01-01,2327
B29C  41/00,2010-01-01,11284
B29C  41/02,2006-01-01,1344
B29C  41/04,2006-01-01,6886
B29C  41/06,2006-01-01,1547
B29C  41/08,2006-01-01,3125
B29C  41/10,2006-01-01,299
B29C  41/12,2006-01-01,3624
B29C  41/14,2006-01-01,4791
B29C  41/16,2006-01-01,239
B29C  41/18,2006-01-01,2488
B29C  41/20,2006-01-01,2535
B29C  41/22,2006-01-01,3673
B29C  41/24,2006-01-01,2581
B29C  41/26,2006-01-01,1844
B29C  41/28,2006-01-01,2158
B29C  41/30,2006-01-01,483
B29C  41/32,2006-01-01,916
B29C  41/34,2006-01-01,3188
B29C  41/36,2006-01-01,2413
B29C  41/38,2006-01-01,1542
B29C  41/40,2006-01-01,1734
B29C  41/42,2006-01-01,1250
B29C  41/44,2006-01-01,64
B29C  41/46,2006-01-01,2671
B29C  41/48,2006-01-01,124
B29C  41/50,2006-01-01,586
B29C  41/52,2006-01-01,1682
B29C  43/00,2010-01-01,21564
B29C  43/02,2006-01-01,17501
B29C  43/04,2006-01-01,1121
B29C  43/06,2006-01-01,534
B29C  43/08,2006-01-01,2105
B29C  43/10,2006-01-01,2487
B29C  43/12,2006-01-01,3892
B29C  43/14,2006-01-01,2794
B29C  43/16,2006-01-01,870
B29C  43/18,2006-01-01,12443
B29C  43/20,2006-01-01,8946
B29C  43/22,2006-01-01,7267
B29C  43/24,2006-01-01,6932
B29C  43/26,2006-01-01,290
B29C  43/28,2006-01-01,1782
B29C  43/30,2006-01-01,2623
B29C  43/32,2006-01-01,7300
B29C  43/34,2006-01-01,7966
B29C  43/36,2006-01-01,11911
B29C  43/38,2006-01-01,678
B29C  43/40,2006-01-01,744
B29C  43/42,2006-01-01,1504
B29C  43/44,2006-01-01,668
B29C  43/46,2006-01-01,3021
B29C  43/48,2006-01-01,918
B29C  43/50,2006-01-01,2287
B29C  43/52,2006-01-01,6740
B29C  43/54,2006-01-01,382
B29C  43/56,2006-01-01,2345
B29C  43/58,2006-01-01,5788
B29C  44/00,2010-01-01,10874
B29C  44/02,2006-01-01,1994
B29C  44/04,2006-01-01,4088
B29C  44/06,2006-01-01,1479
B29C  44/08,2006-01-01,1291
B29C  44/10,2006-01-01,781
B29C  44/12,2006-01-01,8802
B29C  44/14,2006-01-01,2886
B29C  44/16,2006-01-01,605
B29C  44/18,2006-01-01,2154
B29C  44/20,2006-01-01,1039
B29C  44/22,2006-01-01,1448
B29C  44/24,2006-01-01,562
B29C  44/26,2006-01-01,209
B29C  44/28,2006-01-01,886
B29C  44/30,2006-01-01,1846
B29C  44/32,2006-01-01,3105
B29C  44/34,2006-01-01,9814
B29C  44/36,2006-01-01,522
B29C  44/38,2006-01-01,1087
B29C  44/40,2006-01-01,117
B29C  44/42,2006-01-01,1695
B29C  44/44,2006-01-01,1401
B29C  44/46,2006-01-01,1912
B29C  44/48,2006-01-01,147
B29C  44/50,2006-01-01,2381
B29C  44/52,2006-01-01,64
B29C  44/54,2006-01-01,189
B29C  44/56,2006-01-01,4844
B29C  44/58,2006-01-01,4284
B29C  44/60,2006-01-01,1800
B29C  45/00,2010-01-01,61163
B29C  45/02,2006-01-01,6803
B29C  45/03,2006-01-01,3712
B29C  45/04,2006-01-01,2932
B29C  45/06,2006-01-01,1835
B29C  45/07,2006-01-01,1367
B29C  45/08,2006-01-01,165
B29C  45/10,2006-01-01,1003
B29C  45/12,2006-01-01,1303
B29C  45/13,2006-01-01,848
B29C  45/14,2006-01-01,61122
B29C  45/16,2006-01-01,23435
B29C  45/17,2006-01-01,23311
B29C  45/18,2006-01-01,5718
B29C  45/20,2006-01-01,5538
B29C  45/22,2006-01-01,1012
B29C  45/23,2006-01-01,2874
B29C  45/24,2006-01-01,560
B29C  45/26,2006-01-01,48580
B29C  45/27,2006-01-01,13451
B29C  45/28,2006-01-01,5138
B29C  45/30,2006-01-01,2167
B29C  45/32,2006-01-01,2671
B29C  45/33,2006-01-01,7073
B29C  45/34,2006-01-01,4607
B29C  45/36,2006-01-01,4180
B29C  45/37,2006-01-01,6895
B29C  45/38,2006-01-01,4670
B29C  45/40,2006-01-01,14819
B29C  45/42,2006-01-01,3755
B29C  45/43,2006-01-01,1501
B29C  45/44,2006-01-01,6257
B29C  45/46,2006-01-01,3575
B29C  45/47,2006-01-01,1109
B29C  45/48,2006-01-01,562
B29C  45/50,2006-01-01,5733
B29C  45/52,2006-01-01,1312
B29C  45/53,2006-01-01,2780
B29C  45/54,2006-01-01,2209
B29C  45/56,2006-01-01,6350
B29C  45/57,2006-01-01,2248
B29C  45/58,2006-01-01,2108
B29C  45/60,2006-01-01,2479
B29C  45/62,2006-01-01,1904
B29C  45/63,2006-01-01,1190
B29C  45/64,2006-01-01,5634
B29C  45/66,2006-01-01,3977
B29C  45/67,2006-01-01,4823
B29C  45/68,2006-01-01,2235
B29C  45/70,2006-01-01,2318
B29C  45/72,2006-01-01,4484
B29C  45/73,2006-01-01,11916
B29C  45/74,2006-01-01,3375
B29C  45/76,2006-01-01,17926
B29C  45/77,2006-01-01,7171
B29C  45/78,2006-01-01,5800
B29C  45/80,2006-01-01,2610
B29C  45/82,2006-01-01,3077
B29C  45/83,2006-01-01,594
B29C  45/84,2006-01-01,2908
B29C  47/00,2010-01-01,60163
B29C  47/02,2006-01-01,20750
B29C  47/04,2006-01-01,7488
B29C  47/06,2006-01-01,21696
B29C  47/08,2006-01-01,11068
B29C  47/10,2006-01-01,11574
B29C  47/12,2006-01-01,12024
B29C  47/14,2006-01-01,7517
B29C  47/16,2006-01-01,3174
B29C  47/18,2006-01-01,303
B29C  47/20,2006-01-01,12845
B29C  47/22,2006-01-01,2750
B29C  47/24,2006-01-01,2667
B29C  47/26,2006-01-01,2604
B29C  47/28,2006-01-01,5579
B29C  47/30,2006-01-01,3651
B29C  47/32,2006-01-01,2100
B29C  47/34,2006-01-01,2914
B29C  47/36,2006-01-01,3359
B29C  47/38,2006-01-01,7264
B29C  47/40,2006-01-01,6699
B29C  47/42,2006-01-01,942
B29C  47/44,2006-01-01,515
B29C  47/46,2006-01-01,315
B29C  47/48,2006-01-01,270
B29C  47/50,2006-01-01,3692
B29C  47/52,2006-01-01,2205
B29C  47/54,2006-01-01,1794
B29C  47/56,2006-01-01,2985
B29C  47/58,2006-01-01,3473
B29C  47/60,2006-01-01,6378
B29C  47/62,2006-01-01,1492
B29C  47/64,2006-01-01,3416
B29C  47/66,2006-01-01,3137
B29C  47/68,2006-01-01,4372
B29C  47/70,2006-01-01,2464
B29C  47/72,2006-01-01,185
B29C  47/74,2006-01-01,641
B29C  47/76,2006-01-01,5172
B29C  47/78,2006-01-01,2466
B29C  47/80,2006-01-01,2130
B29C  47/82,2006-01-01,2322
B29C  47/84,2006-01-01,804
B29C  47/86,2006-01-01,3779
B29C  47/88,2006-01-01,18223
B29C  47/90,2006-01-01,7943
B29C  47/92,2006-01-01,26842
B29C  47/94,2006-01-01,1406
B29C  47/96,2006-01-01,466
B29C  49/00,2010-01-01,25871
B29C  49/02,2006-01-01,4041
B29C  49/04,2006-01-01,16915
B29C  49/06,2006-01-01,15416
B29C  49/08,2006-01-01,5121
B29C  49/10,2006-01-01,782
B29C  49/12,2006-01-01,3611
B29C  49/14,2006-01-01,626
B29C  49/16,2006-01-01,1008
B29C  49/18,2006-01-01,2203
B29C  49/20,2006-01-01,4730
B29C  49/22,2006-01-01,7119
B29C  49/24,2006-01-01,2944
B29C  49/26,2006-01-01,442
B29C  49/28,2006-01-01,2374
B29C  49/30,2006-01-01,2181
B29C  49/32,2006-01-01,1057
B29C  49/34,2006-01-01,146
B29C  49/36,2006-01-01,3344
B29C  49/38,2006-01-01,933
B29C  49/40,2006-01-01,51
B29C  49/42,2006-01-01,12389
B29C  49/44,2006-01-01,488
B29C  49/46,2006-01-01,1923
B29C  49/48,2006-01-01,10757
B29C  49/50,2006-01-01,2012
B29C  49/52,2006-01-01,417
B29C  49/54,2006-01-01,1194
B29C  49/56,2006-01-01,3773
B29C  49/58,2006-01-01,4100
B29C  49/60,2006-01-01,1140
B29C  49/62,2006-01-01,671
B29C  49/64,2006-01-01,8011
B29C  49/66,2006-01-01,909
B29C  49/68,2006-01-01,2715
B29C  49/70,2006-01-01,1695
B29C  49/72,2006-01-01,807
B29C  49/74,2006-01-01,601
B29C  49/76,2006-01-01,1027
B29C  49/78,2006-01-01,4531
B29C  49/80,2006-01-01,561
B29C  51/00,2009-01-01,14704
B29C  51/02,2006-01-01,2159
B29C  51/04,2006-01-01,2379
B29C  51/06,2006-01-01,704
B29C  51/08,2006-01-01,7187
B29C  51/10,2006-01-01,10798
B29C  51/12,2006-01-01,2159
B29C  51/14,2006-01-01,6594
B29C  51/16,2006-01-01,3077
B29C  51/18,2006-01-01,3083
B29C  51/20,2006-01-01,799
B29C  51/22,2006-01-01,1967
B29C  51/24,2006-01-01,308
B29C  51/26,2006-01-01,5185
B29C  51/28,2006-01-01,835
B29C  51/30,2006-01-01,3288
B29C  51/32,2006-01-01,1914
B29C  51/34,2006-01-01,1257
B29C  51/36,2006-01-01,1848
B29C  51/38,2006-01-01,621
B29C  51/40,2006-01-01,347
B29C  51/42,2006-01-01,5476
B29C  51/44,2006-01-01,1729
B29C  51/46,2006-01-01,1444
B29C  53/00,2009-01-01,10712
B29C  53/02,2006-01-01,1455
B29C  53/04,2006-01-01,3938
B29C  53/06,2006-01-01,2281
B29C  53/08,2006-01-01,2678
B29C  53/10,2006-01-01,618
B29C  53/12,2006-01-01,724
B29C  53/14,2006-01-01,462
B29C  53/16,2006-01-01,302
B29C  53/18,2006-01-01,518
B29C  53/20,2006-01-01,621
B29C  53/22,2006-01-01,442
B29C  53/24,2006-01-01,1060
B29C  53/26,2006-01-01,521
B29C  53/28,2006-01-01,835
B29C  53/30,2006-01-01,1665
B29C  53/32,2006-01-01,1007
B29C  53/34,2006-01-01,452
B29C  53/36,2006-01-01,1716
B29C  53/38,2006-01-01,1243
B29C  53/40,2006-01-01,981
B29C  53/42,2006-01-01,850
B29C  53/44,2006-01-01,342
B29C  53/46,2006-01-01,75
B29C  53/48,2006-01-01,1288
B29C  53/50,2006-01-01,1128
B29C  53/52,2006-01-01,378
B29C  53/54,2006-01-01,93
B29C  53/56,2006-01-01,3732
B29C  53/58,2006-01-01,5031
B29C  53/60,2006-01-01,3382
B29C  53/62,2006-01-01,811
B29C  53/64,2006-01-01,323
B29C  53/66,2006-01-01,1036
B29C  53/68,2006-01-01,372
B29C  53/70,2006-01-01,161
B29C  53/72,2006-01-01,396
B29C  53/74,2006-01-01,410
B29C  53/76,2006-01-01,288
B29C  53/78,2006-01-01,2105
B29C  53/80,2006-01-01,5167
B29C  53/82,2006-01-01,3111
B29C  53/84,2006-01-01,2467
B29C  55/00,2010-01-01,19510
B29C  55/02,2006-01-01,12568
B29C  55/04,2006-01-01,3264
B29C  55/06,2006-01-01,3915
B29C  55/08,2006-01-01,2221
B29C  55/10,2006-01-01,538
B29C  55/12,2006-01-01,9789
B29C  55/14,2006-01-01,3726
B29C  55/16,2006-01-01,2205
B29C  55/18,2006-01-01,3497
B29C  55/20,2006-01-01,1372
B29C  55/22,2006-01-01,1401
B29C  55/24,2006-01-01,1170
B29C  55/26,2006-01-01,1571
B29C  55/28,2006-01-01,6670
B29C  55/30,2006-01-01,1314
B29C  57/00,2006-01-01,12228
B29C  57/02,2006-01-01,1767
B29C  57/04,2006-01-01,1952
B29C  57/06,2006-01-01,419
B29C  57/08,2006-01-01,694
B29C  57/10,2006-01-01,1123
B29C  57/12,2006-01-01,946
B29C  59/00,2009-01-01,13704
B29C  59/02,2006-01-01,14934
B29C  59/04,2006-01-01,11510
B29C  59/06,2006-01-01,549
B29C  59/08,2006-01-01,961
B29C  59/10,2006-01-01,2175
B29C  59/12,2006-01-01,719
B29C  59/14,2006-01-01,2544
B29C  59/16,2006-01-01,3145
B29C  59/18,2006-01-01,153
B29C  61/00,2006-01-01,13588
B29C  61/02,2006-01-01,3185
B29C  61/04,2006-01-01,254
B29C  61/06,2006-01-01,9011
B29C  61/08,2006-01-01,1311
B29C  61/10,2006-01-01,1474
B29C  63/00,2010-01-01,19292
B29C  63/02,2006-01-01,5482
B29C  63/04,2006-01-01,2191
B29C  63/06,2006-01-01,2247
B29C  63/08,2006-01-01,264
B29C  63/10,2006-01-01,1228
B29C  63/12,2006-01-01,101
B29C  63/14,2006-01-01,420
B29C  63/16,2006-01-01,443
B29C  63/18,2006-01-01,1730
B29C  63/20,2006-01-01,513
B29C  63/22,2006-01-01,1023
B29C  63/24,2006-01-01,441
B29C  63/26,2006-01-01,1354
B29C  63/28,2006-01-01,352
B29C  63/30,2006-01-01,556
B29C  63/32,2006-01-01,592
B29C  63/34,2006-01-01,4569
B29C  63/36,2006-01-01,1836
B29C  63/38,2006-01-01,317
B29C  63/40,2006-01-01,1077
B29C  63/42,2006-01-01,3306
B29C  63/44,2006-01-01,204
B29C  63/46,2006-01-01,357
B29C  63/48,2006-01-01,1073
B29C  64/00,2017-01-01,2
B29C  64/10,2017-01-01,3
B29C  64/106,2017-01-01,18
B29C  64/112,2017-01-01,2
B29C  64/118,2017-01-01,5
B29C  64/135,2017-01-01,2
B29C  64/141,2017-01-01,7
B29C  64/188,2017-01-01,3
B29C  64/20,2017-01-01,17
B29C  64/209,2017-01-01,6
B29C  64/227,2017-01-01,2
B29C  64/232,2017-01-01,1
B29C  64/236,2017-01-01,1
B29C  64/245,2017-01-01,2
B29C  64/273,2017-01-01,1
B29C  64/291,2017-01-01,1
B29C  64/295,2017-01-01,3
B29C  64/314,2017-01-01,1
B29C  64/321,2017-01-01,3
B29C  64/386,2017-01-01,1
B29C  64/393,2017-01-01,9
B29C  65/00,2010-01-01,64246
B29C  65/02,2006-01-01,26817
B29C  65/04,2006-01-01,6594
B29C  65/06,2006-01-01,4939
B29C  65/08,2006-01-01,15096
B29C  65/10,2006-01-01,4018
B29C  65/12,2006-01-01,674
B29C  65/14,2006-01-01,4709
B29C  65/16,2006-01-01,4960
B29C  65/18,2006-01-01,14063
B29C  65/20,2006-01-01,7664
B29C  65/22,2006-01-01,2077
B29C  65/24,2006-01-01,786
B29C  65/26,2006-01-01,386
B29C  65/28,2006-01-01,163
B29C  65/30,2006-01-01,985
B29C  65/32,2006-01-01,816
B29C  65/34,2006-01-01,5365
B29C  65/36,2006-01-01,2853
B29C  65/38,2006-01-01,822
B29C  65/40,2006-01-01,3228
B29C  65/42,2006-01-01,1448
B29C  65/44,2006-01-01,1251
B29C  65/46,2006-01-01,457
B29C  65/48,2006-01-01,16918
B29C  65/50,2006-01-01,5279
B29C  65/52,2006-01-01,4774
B29C  65/54,2006-01-01,2145
B29C  65/56,2006-01-01,6775
B29C  65/58,2006-01-01,1267
B29C  65/60,2006-01-01,1953
B29C  65/62,2006-01-01,882
B29C  65/64,2006-01-01,2111
B29C  65/66,2006-01-01,1448
B29C  65/68,2006-01-01,1120
B29C  65/70,2006-01-01,6658
B29C  65/72,2006-01-01,1859
B29C  65/74,2006-01-01,7523
B29C  65/76,2006-01-01,1749
B29C  65/78,2006-01-01,12668
B29C  65/80,2006-01-01,355
B29C  65/82,2006-01-01,1075
B29C  67/00,2017-01-01,46907
B29C  67/02,2017-01-01,880
B29C  67/04,2017-01-01,2737
B29C  67/06,2017-01-01,284
B29C  67/08,2006-01-01,300
B29C  67/20,2006-01-01,11739
B29C  67/24,2006-01-01,8960
B29C  69/00,2010-01-01,20750
B29C  69/02,2006-01-01,5638
B29C  70/00,2010-01-01,7213
B29C  70/02,2006-01-01,3252
B29C  70/04,2006-01-01,1020
B29C  70/06,2006-01-01,15477
B29C  70/08,2006-01-01,7453
B29C  70/10,2006-01-01,3826
B29C  70/12,2006-01-01,1239
B29C  70/14,2006-01-01,828
B29C  70/16,2006-01-01,5887
B29C  70/18,2006-01-01,255
B29C  70/20,2006-01-01,3867
B29C  70/22,2006-01-01,3069
B29C  70/24,2006-01-01,2414
B29C  70/26,2006-01-01,692
B29C  70/28,2006-01-01,695
B29C  70/30,2006-01-01,4637
B29C  70/32,2006-01-01,2164
B29C  70/34,2006-01-01,5740
B29C  70/36,2006-01-01,858
B29C  70/38,2006-01-01,3158
B29C  70/40,2006-01-01,803
B29C  70/42,2006-01-01,996
B29C  70/44,2006-01-01,6518
B29C  70/46,2006-01-01,4198
B29C  70/48,2006-01-01,3965
B29C  70/50,2006-01-01,5652
B29C  70/52,2006-01-01,4887
B29C  70/54,2006-01-01,9241
B29C  70/56,2006-01-01,1033
B29C  70/58,2006-01-01,1973
B29C  70/60,2006-01-01,480
B29C  70/62,2006-01-01,490
B29C  70/64,2006-01-01,1183
B29C  70/66,2006-01-01,1075
B29C  70/68,2006-01-01,5239
B29C  70/70,2006-01-01,1827
B29C  70/72,2006-01-01,1610
B29C  70/74,2006-01-01,2333
B29C  70/76,2006-01-01,2502
B29C  70/78,2006-01-01,2216
B29C  70/80,2006-01-01,844
B29C  70/82,2006-01-01,916
B29C  70/84,2006-01-01,1944
B29C  70/86,2006-01-01,3387
B29C  70/88,2006-01-01,3204
B29C  71/00,2009-01-01,8112
B29C  71/02,2006-01-01,6991
B29C  71/04,2006-01-01,4236
B29C  73/00,2009-01-01,1442
B29C  73/02,2006-01-01,2269
B29C  73/04,2006-01-01,689
B29C  73/06,2006-01-01,553
B29C  73/08,2006-01-01,477
B29C  73/10,2006-01-01,1543
B29C  73/12,2006-01-01,291
B29C  73/14,2006-01-01,85
B29C  73/16,2006-01-01,2073
B29C  73/18,2006-01-01,634
B29C  73/20,2006-01-01,727
B29C  73/22,2006-01-01,1039
B29C  73/24,2006-01-01,691
B29C  73/26,2006-01-01,309
B29C  73/28,2006-01-01,46
B29C  73/30,2006-01-01,485
B29C  73/32,2006-01-01,226
B29C  73/34,2006-01-01,336
B29D,2010-01-01,4946
B29D   1/00,2006-01-01,3968
B29D   5/00,2006-01-01,3035
B29D   5/02,2006-01-01,796
B29D   5/04,2006-01-01,477
B29D   5/06,2006-01-01,604
B29D   5/08,2006-01-01,170
B29D   5/10,2006-01-01,474
B29D   7/00,2009-01-01,5903
B29D   7/01,2006-01-01,10681
B29D  11/00,2010-01-01,29180
B29D  11/02,2006-01-01,1424
B29D  12/00,2006-01-01,618
B29D  12/02,2006-01-01,992
B29D  15/00,2006-01-01,633
B29D  16/00,2006-01-01,392
B29D  17/00,2006-01-01,3659
B29D  19/00,2006-01-01,423
B29D  19/04,2006-01-01,440
B29D  19/06,2006-01-01,45
B29D  19/08,2006-01-01,40
B29D  21/00,2006-01-01,179
B29D  21/04,2006-01-01,164
B29D  22/00,2010-01-01,9067
B29D  22/02,2006-01-01,1067
B29D  22/04,2006-01-01,820
B29D  23/00,2010-01-01,20140
B29D  23/14,2006-01-01,126
B29D  23/18,2006-01-01,2566
B29D  23/20,2006-01-01,2277
B29D  23/24,2006-01-01,1637
B29D  24/00,2006-01-01,3057
B29D  25/00,2006-01-01,140
B29D  28/00,2006-01-01,2716
B29D  29/00,2009-01-01,5238
B29D  29/06,2006-01-01,2031
B29D  29/08,2006-01-01,2201
B29D  29/10,2006-01-01,1817
B29D  30/00,2010-01-01,10816
B29D  30/02,2006-01-01,1238
B29D  30/04,2006-01-01,703
B29D  30/06,2006-01-01,13923
B29D  30/08,2006-01-01,8424
B29D  30/10,2006-01-01,1217
B29D  30/12,2006-01-01,707
B29D  30/14,2006-01-01,411
B29D  30/16,2006-01-01,1797
B29D  30/18,2006-01-01,613
B29D  30/20,2006-01-01,2474
B29D  30/22,2006-01-01,412
B29D  30/24,2006-01-01,4264
B29D  30/26,2006-01-01,3205
B29D  30/28,2006-01-01,1072
B29D  30/30,2006-01-01,5934
B29D  30/32,2006-01-01,3221
B29D  30/34,2006-01-01,611
B29D  30/36,2006-01-01,1864
B29D  30/38,2006-01-01,4215
B29D  30/40,2006-01-01,800
B29D  30/42,2006-01-01,848
B29D  30/44,2006-01-01,769
B29D  30/46,2006-01-01,2020
B29D  30/48,2006-01-01,2687
B29D  30/50,2006-01-01,604
B29D  30/52,2006-01-01,2389
B29D  30/54,2006-01-01,3807
B29D  30/56,2006-01-01,1755
B29D  30/58,2006-01-01,1395
B29D  30/60,2006-01-01,1360
B29D  30/62,2006-01-01,762
B29D  30/64,2006-01-01,78
B29D  30/66,2006-01-01,724
B29D  30/68,2006-01-01,1111
B29D  30/70,2006-01-01,1276
B29D  30/72,2006-01-01,1332
B29D  31/00,2006-01-01,3
B29D  31/50,2006-01-01,1
B29D  33/00,2010-01-01,601
B29D  35/00,2010-01-01,5061
B29D  35/02,2010-01-01,531
B29D  35/04,2010-01-01,314
B29D  35/06,2010-01-01,2378
B29D  35/08,2010-01-01,1332
B29D  35/10,2010-01-01,470
B29D  35/12,2010-01-01,2997
B29D  35/14,2010-01-01,2287
B29D  99/00,2010-01-01,26601
B29K,2006-01-01,204
B29K   1/00,2006-01-01,2823
B29K   7/00,2006-01-01,541
B29K   9/00,2006-01-01,1272
B29K   9/06,2006-01-01,528
B29K  19/00,2006-01-01,1217
B29K  21/00,2006-01-01,16446
B29K  23/00,2006-01-01,20675
B29K  25/00,2006-01-01,4069
B29K  27/00,2006-01-01,650
B29K  27/06,2006-01-01,3084
B29K  27/12,2006-01-01,2440
B29K  27/18,2006-01-01,1388
B29K  29/00,2006-01-01,1969
B29K  31/00,2006-01-01,467
B29K  33/00,2006-01-01,1404
B29K  33/04,2006-01-01,2176
B29K  33/18,2006-01-01,104
B29K  33/20,2006-01-01,158
B29K  35/00,2006-01-01,374
B29K  45/00,2006-01-01,645
B29K  55/00,2006-01-01,1068
B29K  55/02,2006-01-01,699
B29K  59/00,2006-01-01,485
B29K  61/00,2006-01-01,71
B29K  61/04,2006-01-01,1108
B29K  61/20,2006-01-01,241
B29K  63/00,2006-01-01,2450
B29K  67/00,2006-01-01,17026
B29K  69/00,2006-01-01,3008
B29K  71/00,2006-01-01,970
B29K  73/00,2006-01-01,158
B29K  75/00,2006-01-01,9174
B29K  77/00,2006-01-01,5556
B29K  79/00,2006-01-01,1808
B29K  81/00,2006-01-01,1205
B29K  83/00,2006-01-01,2112
B29K  85/00,2006-01-01,41
B29K  86/00,2006-01-01,218
B29K  91/00,2006-01-01,259
B29K  95/00,2006-01-01,76
B29K  96/00,2006-01-01,255
B29K  96/02,2006-01-01,96
B29K  96/04,2006-01-01,78
B29K 101/00,2006-01-01,1998
B29K 101/10,2006-01-01,4793
B29K 101/12,2006-01-01,4502
B29K 103/00,2006-01-01,804
B29K 103/04,2006-01-01,521
B29K 103/06,2006-01-01,226
