ipc_class_symbol,last_ipc_version,NbAppln
C09C   1/30,2006-01-01,6600
C09C   1/32,2006-01-01,250
C09C   1/34,2006-01-01,995
C09C   1/36,2006-01-01,11610
C09C   1/38,2006-01-01,84
C09C   1/40,2006-01-01,6381
C09C   1/42,2006-01-01,4055
C09C   1/44,2006-01-01,1336
C09C   1/46,2006-01-01,665
C09C   1/48,2006-01-01,5317
C09C   1/50,2006-01-01,4286
C09C   1/52,2006-01-01,479
C09C   1/54,2006-01-01,600
C09C   1/56,2006-01-01,4721
C09C   1/58,2006-01-01,1541
C09C   1/60,2006-01-01,356
C09C   1/62,2006-01-01,3511
C09C   1/64,2006-01-01,2060
C09C   1/66,2006-01-01,328
C09C   1/68,2006-01-01,1970
C09C   3/00,2010-01-01,6906
C09C   3/04,2006-01-01,4329
C09C   3/06,2006-01-01,9896
C09C   3/08,2006-01-01,9585
C09C   3/10,2006-01-01,10624
C09C   3/12,2006-01-01,6225
C09D,2010-01-01,4028
C09D   1/00,2010-01-01,12425
C09D   1/02,2006-01-01,2742
C09D   1/04,2006-01-01,1346
C09D   1/06,2006-01-01,609
C09D   1/08,2006-01-01,453
C09D   1/10,2006-01-01,147
C09D   1/12,2006-01-01,144
C09D   4/00,2006-01-01,19436
C09D   4/02,2006-01-01,10148
C09D   4/04,2006-01-01,145
C09D   4/06,2006-01-01,7823
C09D   5/00,2010-01-01,53649
C09D   5/02,2006-01-01,23889
C09D   5/03,2006-01-01,17877
C09D   5/04,2006-01-01,1900
C09D   5/06,2006-01-01,1067
C09D   5/08,2006-01-01,27166
C09D   5/10,2006-01-01,5543
C09D   5/12,2006-01-01,1025
C09D   5/14,2006-01-01,12557
C09D   5/16,2006-01-01,14824
C09D   5/18,2006-01-01,8837
C09D   5/20,2006-01-01,2521
C09D   5/22,2006-01-01,3258
C09D   5/23,2006-01-01,16627
C09D   5/24,2006-01-01,11756
C09D   5/25,2006-01-01,8106
C09D   5/26,2006-01-01,1233
C09D   5/28,2006-01-01,2059
C09D   5/29,2006-01-01,3050
C09D   5/30,2006-01-01,345
C09D   5/32,2006-01-01,3517
C09D   5/33,2006-01-01,2492
C09D   5/34,2006-01-01,5159
C09D   5/36,2006-01-01,3704
C09D   5/38,2006-01-01,2945
C09D   5/44,2006-01-01,15268
C09D   5/46,2006-01-01,8148
C09D   7/00,2010-01-01,14936
C09D   7/02,2006-01-01,2667
C09D   7/04,2006-01-01,243
C09D   7/06,2006-01-01,1437
C09D   7/12,2006-01-01,96629
C09D   7/14,2006-01-01,3087
C09D   9/00,2009-01-01,5284
C09D   9/02,2006-01-01,144
C09D   9/04,2006-01-01,1510
C09D  10/00,2009-01-01,916
C09D  11/00,2014-01-01,64475
C09D  11/02,2014-01-01,24032
C09D  11/023,2014-01-01,1276
C09D  11/0235,2014-01-01,344
C09D  11/03,2014-01-01,3908
C09D  11/033,2014-01-01,5974
C09D  11/037,2014-01-01,5721
C09D  11/04,2006-01-01,181
C09D  11/06,2006-01-01,1048
C09D  11/08,2006-01-01,1695
C09D  11/10,2014-01-01,17150
C09D  11/101,2014-01-01,3178
C09D  11/102,2014-01-01,2967
C09D  11/103,2014-01-01,1102
C09D  11/104,2014-01-01,1278
C09D  11/105,2014-01-01,228
C09D  11/106,2014-01-01,3213
C09D  11/107,2014-01-01,2579
C09D  11/108,2014-01-01,1637
C09D  11/12,2006-01-01,639
C09D  11/14,2006-01-01,687
C09D  11/16,2014-01-01,6166
C09D  11/17,2014-01-01,2423
C09D  11/18,2006-01-01,3231
C09D  11/20,2006-01-01,104
C09D  11/30,2014-01-01,3962
C09D  11/32,2014-01-01,586
C09D  11/322,2014-01-01,13921
C09D  11/324,2014-01-01,3630
C09D  11/326,2014-01-01,8892
C09D  11/328,2014-01-01,10659
C09D  11/34,2014-01-01,520
C09D  11/36,2014-01-01,2417
C09D  11/38,2014-01-01,12966
C09D  11/40,2014-01-01,3019
C09D  11/50,2014-01-01,1342
C09D  11/52,2014-01-01,2663
C09D  11/54,2014-01-01,1336
C09D  13/00,2006-01-01,2956
C09D  15/00,2009-01-01,777
C09D  17/00,2009-01-01,17161
C09D 101/00,2006-01-01,1064
C09D 101/02,2006-01-01,908
C09D 101/04,2006-01-01,52
C09D 101/06,2006-01-01,18
C09D 101/08,2006-01-01,1589
C09D 101/10,2006-01-01,577
C09D 101/12,2006-01-01,546
C09D 101/14,2006-01-01,603
C09D 101/16,2006-01-01,30
C09D 101/18,2006-01-01,2834
C09D 101/20,2006-01-01,34
C09D 101/22,2006-01-01,12
C09D 101/24,2006-01-01,30
C09D 101/26,2006-01-01,1048
C09D 101/28,2006-01-01,1447
C09D 101/30,2006-01-01,14
C09D 101/32,2006-01-01,106
C09D 103/00,2006-01-01,766
C09D 103/02,2006-01-01,1034
C09D 103/04,2006-01-01,272
C09D 103/06,2006-01-01,151
C09D 103/08,2006-01-01,190
C09D 103/10,2006-01-01,91
C09D 103/12,2006-01-01,62
C09D 103/14,2006-01-01,41
C09D 103/16,2006-01-01,16
C09D 103/18,2006-01-01,25
C09D 103/20,2006-01-01,15
C09D 105/00,2006-01-01,1215
C09D 105/02,2006-01-01,85
C09D 105/04,2006-01-01,211
C09D 105/06,2006-01-01,64
C09D 105/08,2006-01-01,542
C09D 105/10,2006-01-01,24
C09D 105/12,2006-01-01,89
C09D 105/14,2006-01-01,145
C09D 105/16,2006-01-01,246
C09D 107/00,2006-01-01,304
C09D 107/02,2006-01-01,195
C09D 109/00,2006-01-01,1255
C09D 109/02,2006-01-01,439
C09D 109/04,2006-01-01,138
C09D 109/06,2006-01-01,529
C09D 109/08,2006-01-01,451
C09D 109/10,2006-01-01,200
C09D 111/00,2006-01-01,272
C09D 111/02,2006-01-01,153
C09D 113/00,2006-01-01,262
C09D 113/02,2006-01-01,409
C09D 115/00,2006-01-01,538
C09D 115/02,2006-01-01,572
C09D 117/00,2006-01-01,94
C09D 119/00,2006-01-01,201
C09D 119/02,2006-01-01,51
C09D 121/00,2006-01-01,1798
C09D 121/02,2006-01-01,431
C09D 123/00,2006-01-01,1608
C09D 123/02,2006-01-01,1760
C09D 123/04,2006-01-01,828
C09D 123/06,2006-01-01,1542
C09D 123/08,2006-01-01,3467
C09D 123/10,2006-01-01,491
C09D 123/12,2006-01-01,630
C09D 123/14,2006-01-01,286
C09D 123/16,2006-01-01,539
C09D 123/18,2006-01-01,102
C09D 123/20,2006-01-01,363
C09D 123/22,2006-01-01,625
C09D 123/24,2006-01-01,36
C09D 123/26,2006-01-01,1473
C09D 123/28,2006-01-01,1381
C09D 123/30,2006-01-01,268
C09D 123/32,2006-01-01,49
C09D 123/34,2006-01-01,306
C09D 123/36,2006-01-01,53
C09D 125/00,2006-01-01,2330
C09D 125/02,2006-01-01,493
C09D 125/04,2006-01-01,956
C09D 125/06,2006-01-01,1121
C09D 125/08,2006-01-01,1457
C09D 125/10,2006-01-01,506
C09D 125/12,2006-01-01,197
C09D 125/14,2006-01-01,4631
C09D 125/16,2006-01-01,183
C09D 125/18,2006-01-01,811
C09D 127/00,2009-01-01,454
C09D 127/02,2006-01-01,65
C09D 127/04,2006-01-01,4031
C09D 127/06,2006-01-01,6707
C09D 127/08,2006-01-01,1260
C09D 127/10,2006-01-01,20
C09D 127/12,2006-01-01,8631
C09D 127/14,2006-01-01,320
C09D 127/16,2006-01-01,1804
C09D 127/18,2006-01-01,3688
C09D 127/20,2006-01-01,395
C09D 127/22,2006-01-01,217
C09D 127/24,2006-01-01,298
C09D 129/00,2006-01-01,1024
C09D 129/02,2006-01-01,226
C09D 129/04,2006-01-01,4968
C09D 129/06,2006-01-01,143
C09D 129/08,2006-01-01,150
C09D 129/10,2006-01-01,1325
C09D 129/12,2006-01-01,141
C09D 129/14,2006-01-01,1831
C09D 131/00,2009-01-01,458
C09D 131/02,2006-01-01,1308
C09D 131/04,2006-01-01,5149
C09D 131/06,2006-01-01,69
C09D 131/08,2006-01-01,65
C09D 133/00,2010-01-01,15410
C09D 133/02,2006-01-01,7727
C09D 133/04,2006-01-01,17626
C09D 133/06,2006-01-01,16360
C09D 133/08,2006-01-01,6806
C09D 133/10,2006-01-01,2923
C09D 133/12,2006-01-01,2993
C09D 133/14,2006-01-01,8312
C09D 133/16,2006-01-01,1611
C09D 133/18,2006-01-01,221
C09D 133/20,2006-01-01,689
C09D 133/22,2006-01-01,14
C09D 133/24,2006-01-01,1197
C09D 133/26,2006-01-01,1801
C09D 135/00,2006-01-01,1635
C09D 135/02,2006-01-01,727
C09D 135/04,2006-01-01,27
C09D 135/06,2006-01-01,656
C09D 135/08,2006-01-01,124
C09D 137/00,2009-01-01,1447
C09D 139/00,2006-01-01,574
C09D 139/02,2006-01-01,265
C09D 139/04,2006-01-01,521
C09D 139/06,2006-01-01,992
C09D 139/08,2006-01-01,100
C09D 141/00,2006-01-01,303
C09D 143/00,2006-01-01,398
C09D 143/02,2006-01-01,676
C09D 143/04,2006-01-01,3490
C09D 145/00,2006-01-01,681
C09D 145/02,2006-01-01,200
C09D 147/00,2006-01-01,523
C09D 149/00,2006-01-01,126
C09D 151/00,2006-01-01,8390
C09D 151/02,2006-01-01,373
C09D 151/04,2006-01-01,580
C09D 151/06,2006-01-01,2534
C09D 151/08,2006-01-01,4076
C09D 151/10,2006-01-01,379
C09D 153/00,2006-01-01,2813
C09D 153/02,2006-01-01,1161
C09D 155/00,2009-01-01,2330
C09D 155/02,2006-01-01,228
C09D 155/04,2006-01-01,373
C09D 157/00,2006-01-01,3846
C09D 157/02,2006-01-01,630
C09D 157/04,2006-01-01,1134
C09D 157/06,2006-01-01,642
C09D 157/08,2006-01-01,261
C09D 157/10,2006-01-01,945
C09D 157/12,2006-01-01,718
C09D 159/00,2006-01-01,142
C09D 159/02,2006-01-01,18
C09D 159/04,2006-01-01,14
C09D 161/00,2009-01-01,658
C09D 161/02,2006-01-01,475
C09D 161/04,2006-01-01,1411
C09D 161/06,2006-01-01,2943
C09D 161/08,2006-01-01,141
C09D 161/10,2006-01-01,455
C09D 161/12,2006-01-01,262
C09D 161/14,2006-01-01,792
C09D 161/16,2006-01-01,89
C09D 161/18,2006-01-01,125
C09D 161/20,2006-01-01,6027
C09D 161/22,2006-01-01,162
C09D 161/24,2006-01-01,754
C09D 161/26,2006-01-01,344
C09D 161/28,2006-01-01,3023
C09D 161/30,2006-01-01,105
C09D 161/32,2006-01-01,1519
C09D 161/34,2006-01-01,437
C09D 163/00,2009-01-01,38191
C09D 163/02,2006-01-01,3555
C09D 163/04,2006-01-01,774
C09D 163/06,2006-01-01,164
C09D 163/08,2006-01-01,406
C09D 163/10,2006-01-01,3937
C09D 165/00,2006-01-01,1560
C09D 165/02,2006-01-01,111
C09D 165/04,2006-01-01,97
C09D 167/00,2010-01-01,20529
C09D 167/02,2006-01-01,5869
C09D 167/03,2006-01-01,363
C09D 167/04,2006-01-01,1652
C09D 167/06,2006-01-01,6334
C09D 167/07,2006-01-01,1447
C09D 167/08,2006-01-01,7485
C09D 169/00,2006-01-01,1354
C09D 171/00,2006-01-01,4521
C09D 171/02,2006-01-01,3720
C09D 171/03,2006-01-01,74
C09D 171/08,2006-01-01,400
C09D 171/10,2006-01-01,580
C09D 171/12,2006-01-01,526
C09D 171/14,2006-01-01,51
C09D 173/00,2006-01-01,234
C09D 173/02,2006-01-01,118
C09D 175/00,2010-01-01,15951
C09D 175/02,2006-01-01,2025
C09D 175/04,2006-01-01,41972
C09D 175/06,2006-01-01,8351
C09D 175/08,2006-01-01,3979
C09D 175/10,2006-01-01,49
C09D 175/12,2006-01-01,1474
C09D 175/14,2006-01-01,7573
C09D 175/16,2006-01-01,5640
C09D 177/00,2006-01-01,3606
C09D 177/02,2006-01-01,438
C09D 177/04,2006-01-01,64
C09D 177/06,2006-01-01,599
C09D 177/08,2006-01-01,234
C09D 177/10,2006-01-01,140
C09D 177/12,2006-01-01,501
C09D 179/00,2006-01-01,1322
C09D 179/02,2006-01-01,1734
C09D 179/04,2006-01-01,1009
C09D 179/06,2006-01-01,58
C09D 179/08,2006-01-01,6001
C09D 181/00,2006-01-01,819
C09D 181/02,2006-01-01,744
C09D 181/04,2006-01-01,340
C09D 181/06,2006-01-01,606
C09D 181/08,2006-01-01,32
C09D 181/10,2006-01-01,7
C09D 183/00,2010-01-01,4752
C09D 183/02,2006-01-01,3837
C09D 183/04,2006-01-01,26924
C09D 183/05,2006-01-01,1678
C09D 183/06,2006-01-01,6339
C09D 183/07,2006-01-01,3693
C09D 183/08,2006-01-01,5583
C09D 183/10,2006-01-01,3097
C09D 183/12,2006-01-01,1036
C09D 183/14,2006-01-01,2889
C09D 183/16,2006-01-01,1273
C09D 185/00,2006-01-01,1902
C09D 185/02,2006-01-01,232
C09D 185/04,2006-01-01,121
C09D 187/00,2006-01-01,646
C09D 189/00,2006-01-01,1268
C09D 189/02,2006-01-01,20
C09D 189/04,2006-01-01,46
C09D 189/06,2006-01-01,137
C09D 191/00,2006-01-01,2908
C09D 191/02,2006-01-01,20
C09D 191/04,2006-01-01,18
C09D 191/06,2006-01-01,2633
C09D 191/08,2006-01-01,842
C09D 193/00,2006-01-01,1103
C09D 193/02,2006-01-01,200
C09D 193/04,2006-01-01,1315
C09D 195/00,2009-01-01,3579
C09D 197/00,2006-01-01,250
C09D 197/02,2006-01-01,309
C09D 199/00,2006-01-01,169
C09D 201/00,2009-01-01,30585
C09D 201/02,2006-01-01,6971
C09D 201/04,2006-01-01,557
C09D 201/06,2006-01-01,3101
C09D 201/08,2006-01-01,1818
C09D 201/10,2006-01-01,1242
C09F,2010-01-01,199
C09F   1/00,2006-01-01,2053
C09F   1/02,2006-01-01,535
C09F   1/04,2006-01-01,2137
C09F   3/00,2006-01-01,242
C09F   3/02,2006-01-01,107
C09F   5/00,2006-01-01,346
C09F   5/02,2006-01-01,88
C09F   5/04,2006-01-01,14
C09F   5/06,2006-01-01,209
C09F   5/08,2006-01-01,126
C09F   5/10,2006-01-01,81
C09F   5/12,2006-01-01,5
C09F   7/00,2006-01-01,594
C09F   7/02,2006-01-01,112
C09F   7/04,2006-01-01,7
C09F   7/06,2006-01-01,181
C09F   7/08,2006-01-01,72
C09F   7/10,2006-01-01,73
C09F   7/12,2006-01-01,36
C09F   9/00,2006-01-01,1128
C09F  11/00,2006-01-01,91
C09G,2010-01-01,199
C09G   1/00,2006-01-01,2286
C09G   1/02,2006-01-01,9478
C09G   1/04,2006-01-01,1840
C09G   1/06,2006-01-01,200
C09G   1/08,2006-01-01,1529
C09G   1/10,2006-01-01,1023
C09G   1/12,2006-01-01,699
C09G   1/14,2006-01-01,312
C09G   1/16,2006-01-01,1776
C09G   1/18,2006-01-01,547
C09G   3/00,2006-01-01,370
C09H,2009-01-01,71
C09H   1/00,2006-01-01,678
C09H   1/02,2006-01-01,188
C09H   1/04,2006-01-01,345
C09H   3/00,2009-01-01,986
C09H   3/02,2006-01-01,258
C09H   5/00,2006-01-01,345
C09H   7/00,2006-01-01,492
C09H   9/00,2006-01-01,162
C09H   9/02,2006-01-01,181
C09H   9/04,2006-01-01,270
C09J,2010-01-01,1750
C09J   1/00,2006-01-01,2120
C09J   1/02,2006-01-01,974
C09J   4/00,2006-01-01,12385
C09J   4/02,2006-01-01,9501
C09J   4/04,2006-01-01,1788
C09J   4/06,2006-01-01,5582
C09J   5/00,2009-01-01,20055
C09J   5/02,2006-01-01,6712
C09J   5/04,2006-01-01,1742
C09J   5/06,2006-01-01,8590
C09J   5/08,2006-01-01,1591
C09J   5/10,2006-01-01,859
C09J   7/00,2010-01-01,16884
C09J   7/02,2006-01-01,82170
C09J   7/04,2006-01-01,9576
C09J   9/00,2006-01-01,4116
C09J   9/02,2006-01-01,7390
C09J  11/00,2009-01-01,7101
C09J  11/02,2006-01-01,1390
C09J  11/04,2006-01-01,16903
C09J  11/06,2006-01-01,24250
C09J  11/08,2006-01-01,7643
C09J 101/00,2006-01-01,754
C09J 101/02,2006-01-01,255
C09J 101/04,2006-01-01,24
C09J 101/06,2006-01-01,2
C09J 101/08,2006-01-01,233
C09J 101/10,2006-01-01,63
C09J 101/12,2006-01-01,47
C09J 101/14,2006-01-01,22
C09J 101/16,2006-01-01,9
C09J 101/18,2006-01-01,103
C09J 101/20,2006-01-01,9
C09J 101/22,2006-01-01,3
C09J 101/24,2006-01-01,3
C09J 101/26,2006-01-01,348
C09J 101/28,2006-01-01,502
C09J 101/30,2006-01-01,4
C09J 101/32,2006-01-01,23
C09J 103/00,2006-01-01,1248
C09J 103/02,2006-01-01,3729
C09J 103/04,2006-01-01,594
C09J 103/06,2006-01-01,317
C09J 103/08,2006-01-01,374
C09J 103/10,2006-01-01,384
C09J 103/12,2006-01-01,178
C09J 103/14,2006-01-01,96
C09J 103/16,2006-01-01,16
C09J 103/18,2006-01-01,26
C09J 103/20,2006-01-01,22
C09J 105/00,2006-01-01,949
C09J 105/02,2006-01-01,39
C09J 105/04,2006-01-01,147
C09J 105/06,2006-01-01,65
C09J 105/08,2006-01-01,123
C09J 105/10,2006-01-01,10
C09J 105/12,2006-01-01,12
C09J 105/14,2006-01-01,97
C09J 105/16,2006-01-01,55
C09J 107/00,2006-01-01,1399
C09J 107/02,2006-01-01,478
C09J 109/00,2006-01-01,2270
C09J 109/02,2006-01-01,1282
C09J 109/04,2006-01-01,143
C09J 109/06,2006-01-01,1194
C09J 109/08,2006-01-01,470
C09J 109/10,2006-01-01,378
C09J 111/00,2006-01-01,1315
C09J 111/02,2006-01-01,673
C09J 113/00,2006-01-01,558
C09J 113/02,2006-01-01,404
C09J 115/00,2006-01-01,528
C09J 115/02,2006-01-01,406
C09J 117/00,2006-01-01,66
C09J 119/00,2006-01-01,315
C09J 119/02,2006-01-01,91
C09J 121/00,2006-01-01,6283
C09J 121/02,2006-01-01,1092
C09J 123/00,2009-01-01,2492
C09J 123/02,2006-01-01,2705
C09J 123/04,2006-01-01,1171
C09J 123/06,2006-01-01,1107
C09J 123/08,2006-01-01,7232
C09J 123/10,2006-01-01,1140
C09J 123/12,2006-01-01,884
C09J 123/14,2006-01-01,952
C09J 123/16,2006-01-01,1661
C09J 123/18,2006-01-01,596
C09J 123/20,2006-01-01,1279
C09J 123/22,2006-01-01,2212
C09J 123/24,2006-01-01,63
C09J 123/26,2006-01-01,1701
C09J 123/28,2006-01-01,1356
C09J 123/30,2006-01-01,88
C09J 123/32,2006-01-01,50
C09J 123/34,2006-01-01,490
C09J 123/36,2006-01-01,68
C09J 125/00,2006-01-01,757
C09J 125/02,2006-01-01,344
C09J 125/04,2006-01-01,506
C09J 125/06,2006-01-01,551
C09J 125/08,2006-01-01,972
C09J 125/10,2006-01-01,764
C09J 125/12,2006-01-01,56
C09J 125/14,2006-01-01,529
C09J 125/16,2006-01-01,110
C09J 125/18,2006-01-01,123
C09J 127/00,2009-01-01,116
C09J 127/02,2006-01-01,46
C09J 127/04,2006-01-01,583
C09J 127/06,2006-01-01,1314
C09J 127/08,2006-01-01,212
C09J 127/10,2006-01-01,21
C09J 127/12,2006-01-01,703
C09J 127/14,2006-01-01,47
C09J 127/16,2006-01-01,336
C09J 127/18,2006-01-01,290
C09J 127/20,2006-01-01,64
C09J 127/22,2006-01-01,53
C09J 127/24,2006-01-01,234
C09J 129/00,2006-01-01,435
C09J 129/02,2006-01-01,75
C09J 129/04,2006-01-01,3401
C09J 129/06,2006-01-01,21
C09J 129/08,2006-01-01,28
C09J 129/10,2006-01-01,791
C09J 129/12,2006-01-01,40
C09J 129/14,2006-01-01,1190
C09J 131/00,2006-01-01,482
C09J 131/02,2006-01-01,836
C09J 131/04,2006-01-01,6554
C09J 131/06,2006-01-01,38
C09J 131/08,2006-01-01,24
C09J 133/00,2010-01-01,11256
C09J 133/02,2006-01-01,3199
C09J 133/04,2006-01-01,10833
C09J 133/06,2006-01-01,9623
C09J 133/08,2006-01-01,9511
C09J 133/10,2006-01-01,2172
C09J 133/12,2006-01-01,867
C09J 133/14,2006-01-01,3743
C09J 133/16,2006-01-01,124
C09J 133/18,2006-01-01,145
C09J 133/20,2006-01-01,581
C09J 133/22,2006-01-01,24
C09J 133/24,2006-01-01,580
C09J 133/26,2006-01-01,1069
C09J 135/00,2006-01-01,905
C09J 135/02,2006-01-01,378
C09J 135/04,2006-01-01,42
C09J 135/06,2006-01-01,243
C09J 135/08,2006-01-01,271
C09J 137/00,2006-01-01,631
C09J 139/00,2006-01-01,295
C09J 139/02,2006-01-01,81
C09J 139/04,2006-01-01,358
C09J 139/06,2006-01-01,872
C09J 139/08,2006-01-01,98
C09J 141/00,2006-01-01,134
C09J 143/00,2006-01-01,52
C09J 143/02,2006-01-01,126
C09J 143/04,2006-01-01,724
C09J 145/00,2006-01-01,875
C09J 145/02,2006-01-01,270
C09J 147/00,2006-01-01,465
C09J 149/00,2006-01-01,57
C09J 151/00,2006-01-01,4782
C09J 151/02,2006-01-01,193
C09J 151/04,2006-01-01,640
C09J 151/06,2006-01-01,2974
C09J 151/08,2006-01-01,1117
C09J 151/10,2006-01-01,63
C09J 153/00,2006-01-01,5437
C09J 153/02,2006-01-01,6587
C09J 155/00,2006-01-01,931
C09J 155/02,2006-01-01,134
C09J 155/04,2006-01-01,63
C09J 157/00,2006-01-01,1997
C09J 157/02,2006-01-01,1372
C09J 157/04,2006-01-01,256
C09J 157/06,2006-01-01,158
C09J 157/08,2006-01-01,38
C09J 157/10,2006-01-01,225
C09J 157/12,2006-01-01,125
C09J 159/00,2006-01-01,544
C09J 159/02,2006-01-01,12
C09J 159/04,2006-01-01,22
C09J 161/00,2010-01-01,1161
C09J 161/02,2006-01-01,153
C09J 161/04,2006-01-01,375
C09J 161/06,2006-01-01,4156
C09J 161/08,2006-01-01,85
C09J 161/10,2006-01-01,657
C09J 161/12,2006-01-01,616
C09J 161/14,2006-01-01,694
C09J 161/16,2006-01-01,20
C09J 161/18,2006-01-01,70
C09J 161/20,2006-01-01,1251
C09J 161/22,2006-01-01,94
C09J 161/24,2006-01-01,1359
C09J 161/26,2006-01-01,85
C09J 161/28,2006-01-01,748
C09J 161/30,2006-01-01,361
C09J 161/32,2006-01-01,316
C09J 161/34,2006-01-01,635
C09J 163/00,2006-01-01,21748
C09J 163/02,2006-01-01,2086
C09J 163/04,2006-01-01,594
C09J 163/06,2006-01-01,58
C09J 163/08,2006-01-01,331
C09J 163/10,2006-01-01,1062
C09J 165/00,2006-01-01,536
C09J 165/02,2006-01-01,27
C09J 165/04,2006-01-01,15
C09J 167/00,2006-01-01,4710
C09J 167/02,2006-01-01,2192
C09J 167/03,2006-01-01,108
C09J 167/04,2006-01-01,807
C09J 167/06,2006-01-01,1152
C09J 167/07,2006-01-01,280
C09J 167/08,2006-01-01,248
C09J 169/00,2006-01-01,468
C09J 171/00,2006-01-01,2116
C09J 171/02,2006-01-01,2159
C09J 171/03,2006-01-01,48
C09J 171/08,2006-01-01,132
C09J 171/10,2006-01-01,630
C09J 171/12,2006-01-01,482
C09J 171/14,2006-01-01,62
C09J 173/00,2006-01-01,247
C09J 173/02,2006-01-01,5
C09J 175/00,2010-01-01,7231
C09J 175/02,2006-01-01,680
C09J 175/04,2006-01-01,18041
C09J 175/06,2006-01-01,3951
C09J 175/08,2006-01-01,3151
C09J 175/10,2006-01-01,21
C09J 175/12,2006-01-01,858
C09J 175/14,2006-01-01,1939
C09J 175/16,2006-01-01,1724
C09J 177/00,2006-01-01,3391
C09J 177/02,2006-01-01,240
C09J 177/04,2006-01-01,63
C09J 177/06,2006-01-01,625
C09J 177/08,2006-01-01,424
C09J 177/10,2006-01-01,112
C09J 177/12,2006-01-01,435
C09J 179/00,2006-01-01,591
C09J 179/02,2006-01-01,659
C09J 179/04,2006-01-01,559
C09J 179/06,2006-01-01,11
C09J 179/08,2006-01-01,3517
C09J 181/00,2006-01-01,132
C09J 181/02,2006-01-01,350
C09J 181/04,2006-01-01,391
C09J 181/06,2006-01-01,194
C09J 181/08,2006-01-01,3
C09J 181/10,2006-01-01,1
C09J 183/00,2009-01-01,2980
C09J 183/02,2006-01-01,392
C09J 183/04,2006-01-01,7199
C09J 183/05,2006-01-01,1277
C09J 183/06,2006-01-01,1738
C09J 183/07,2006-01-01,2094
C09J 183/08,2006-01-01,1049
C09J 183/10,2006-01-01,1123
C09J 183/12,2006-01-01,426
C09J 183/14,2006-01-01,392
C09J 183/16,2006-01-01,97
C09J 185/00,2006-01-01,97
C09J 185/02,2006-01-01,95
C09J 185/04,2006-01-01,19
C09J 187/00,2006-01-01,354
C09J 189/00,2006-01-01,2566
C09J 189/02,2006-01-01,11
C09J 189/04,2006-01-01,57
C09J 189/06,2006-01-01,226
C09J 191/00,2006-01-01,747
C09J 191/02,2006-01-01,5
C09J 191/04,2006-01-01,2
C09J 191/06,2006-01-01,1062
C09J 191/08,2006-01-01,202
C09J 193/00,2006-01-01,1091
C09J 193/02,2006-01-01,74
C09J 193/04,2006-01-01,2349
C09J 195/00,2006-01-01,1200
C09J 197/00,2010-01-01,666
C09J 197/02,2006-01-01,284
C09J 199/00,2006-01-01,294
C09J 201/00,2009-01-01,22693
C09J 201/02,2006-01-01,1596
C09J 201/04,2006-01-01,136
C09J 201/06,2006-01-01,617
C09J 201/08,2006-01-01,331
C09J 201/10,2006-01-01,1252
C09K,2010-01-01,3514
C09K   3/00,2010-01-01,51541
C09K   3/10,2006-01-01,34371
C09K   3/12,2006-01-01,1467
C09K   3/14,2006-01-01,30630
C09K   3/16,2006-01-01,7699
C09K   3/18,2006-01-01,16850
C09K   3/20,2006-01-01,248
C09K   3/22,2006-01-01,2342
C09K   3/24,2006-01-01,401
C09K   3/30,2006-01-01,7341
C09K   3/32,2006-01-01,4699
C09K   5/00,2010-01-01,7894
C09K   5/02,2006-01-01,994
C09K   5/04,2006-01-01,14221
C09K   5/06,2006-01-01,7143
C09K   5/08,2006-01-01,5646
C09K   5/10,2006-01-01,2504
C09K   5/12,2006-01-01,459
C09K   5/14,2006-01-01,2189
C09K   5/16,2006-01-01,2224
C09K   5/18,2006-01-01,695
C09K   5/20,2006-01-01,3281
C09K   8/00,2010-01-01,1024
C09K   8/02,2006-01-01,1838
C09K   8/03,2006-01-01,2281
C09K   8/035,2006-01-01,3932
C09K   8/04,2006-01-01,2740
C09K   8/05,2006-01-01,558
C09K   8/06,2006-01-01,781
C09K   8/08,2006-01-01,1402
C09K   8/10,2006-01-01,912
C09K   8/12,2006-01-01,2283
C09K   8/14,2006-01-01,712
C09K   8/16,2006-01-01,709
C09K   8/18,2006-01-01,184
C09K   8/20,2006-01-01,2049
C09K   8/22,2006-01-01,1335
C09K   8/24,2006-01-01,2245
C09K   8/26,2006-01-01,522
C09K   8/28,2006-01-01,740
C09K   8/32,2006-01-01,2272
C09K   8/34,2006-01-01,1196
C09K   8/36,2006-01-01,2218
C09K   8/38,2006-01-01,788
C09K   8/40,2006-01-01,631
C09K   8/42,2006-01-01,2595
C09K   8/44,2006-01-01,914
C09K   8/46,2006-01-01,3561
C09K   8/467,2006-01-01,1846
C09K   8/473,2006-01-01,903
C09K   8/48,2006-01-01,247
C09K   8/487,2006-01-01,931
C09K   8/493,2006-01-01,165
C09K   8/50,2006-01-01,1495
C09K   8/502,2006-01-01,818
C09K   8/504,2006-01-01,1121
C09K   8/506,2006-01-01,545
C09K   8/508,2006-01-01,2087
C09K   8/512,2006-01-01,1980
C09K   8/514,2006-01-01,655
C09K   8/516,2006-01-01,764
C09K   8/518,2006-01-01,279
C09K   8/52,2006-01-01,2872
C09K   8/524,2006-01-01,2199
C09K   8/528,2006-01-01,2316
C09K   8/532,2006-01-01,269
C09K   8/536,2006-01-01,572
C09K   8/54,2006-01-01,2443
C09K   8/56,2006-01-01,844
C09K   8/565,2006-01-01,244
C09K   8/57,2006-01-01,107
C09K   8/575,2006-01-01,1234
