ipc_class_level	ancestor	parent	ipc_version
C07D 505/04	C07D505/02	C	2017.01
C07D 505/06	C07D505/02	C	2017.01
C07D 505/08	C07D505/06	C	2017.01
C07D 505/10	C07D505/00	C	2017.01
C07D 505/14	C07D505/12	C	2017.01
C07D 505/16	C07D505/14	C	2017.01
C07D 505/18	C07D505/16	C	2017.01
C07D 505/20	C07D505/18	C	2017.01
C07D 505/22	C07D505/20	C	2017.01
C07D 505/24	C07D505/20	C	2017.01
C07D 507/00	C07D	C	2017.01
C07D 507/02	C07D507/00	C	2017.01
C07D 507/04	C07D507/00	C	2017.01
C07D 507/06	C07D507/00	C	2017.01
C07D 507/08	C07D507/00	C	2017.01
C07D 513/00	C07D	C	2017.01
C07D 513/02	C07D513/00	C	2017.01
C07D 513/04	C07D513/02	C	2017.01
C07D 513/06	C07D513/02	C	2017.01
C07D 513/08	C07D513/02	C	2017.01
C07D 513/10	C07D513/02	C	2017.01
C07D 513/12	C07D513/00	C	2017.01
C07D 513/14	C07D513/12	C	2017.01
C07D 513/16	C07D513/12	C	2017.01
C07D 513/18	C07D513/12	C	2017.01
C07D 513/20	C07D513/12	C	2017.01
C07D 513/22	C07D513/00	C	2017.01
C07D 515/00	C07D	C	2017.01
C07D 515/02	C07D515/00	C	2017.01
C07D 515/04	C07D515/02	C	2017.01
C07D 515/06	C07D515/02	C	2017.01
C07D 515/08	C07D515/02	C	2017.01
C07D 515/10	C07D515/02	C	2017.01
C07D 515/12	C07D515/00	C	2017.01
C07D 515/14	C07D515/12	C	2017.01
C07D 515/16	C07D515/12	C	2017.01
C07D 515/18	C07D515/12	C	2017.01
C07D 515/20	C07D515/12	C	2017.01
C07D 515/22	C07D515/00	C	2017.01
C07D 517/00	C07D	C	2017.01
C07D 517/02	C07D517/00	C	2017.01
C07D 517/04	C07D517/02	C	2017.01
C07D 517/06	C07D517/02	C	2017.01
C07D 517/08	C07D517/02	C	2017.01
C07D 517/10	C07D517/02	C	2017.01
C07D 517/12	C07D517/00	C	2017.01
C07D 517/14	C07D517/12	C	2017.01
C07D 517/16	C07D517/12	C	2017.01
C07D 517/18	C07D517/12	C	2017.01
C07D 517/20	C07D517/12	C	2017.01
C07D 517/22	C07D517/00	C	2017.01
C07D 519/00	C07D	C	2017.01
C07D 519/02	C07D519/00	C	2017.01
C07D 519/04	C07D519/00	C	2017.01
C07D 519/06	C07D519/00	C	2017.01
C07D 521/00	C07D521/00	C	2017.01
C07F	C07F	C	2017.01
C07F   1/00	C07F	C	2017.01
C07F   1/02	C07F1/00	C	2017.01
C07F   1/04	C07F1/00	C	2017.01
C07F   1/06	C07F1/00	C	2017.01
C07F   1/08	C07F1/00	C	2017.01
C07F   1/10	C07F1/00	C	2017.01
C07F   1/12	C07F1/00	C	2017.01
C07F   3/00	C07F	C	2017.01
C07F   3/02	C07F3/00	C	2017.01
C07F   3/04	C07F3/00	C	2017.01
C07F   3/06	C07F3/00	C	2017.01
C07F   3/08	C07F3/00	C	2017.01
C07F   3/10	C07F3/00	C	2017.01
C07F   3/12	C07F3/10	C	2017.01
C07F   3/14	C07F3/10	C	2017.01
C07F   5/00	C07F	C	2017.01
C07F   5/02	C07F5/00	C	2017.01
C07F   5/04	C07F5/02	C	2017.01
C07F   5/05	C07F5/02	C	2017.01
C07F   5/06	C07F5/00	C	2017.01
C07F   7/00	C07F	C	2017.01
C07F   7/02	C07F7/00	C	2017.01
C07F   7/04	C07F7/02	C	2017.01
C07F   7/06	C07F7/04	C	2017.01
C07F   7/07	C07F7/04	C	2017.01
C07F   7/08	C07F7/02	C	2017.01
C07F   7/10	C07F7/08	C	2017.01
C07F   7/12	C07F7/08	C	2017.01
C07F   7/14	C07F7/12	C	2017.01
C07F   7/16	C07F7/12	C	2017.01
C07F   7/18	C07F7/08	C	2017.01
C07F   7/20	C07F7/08	C	2017.01
C07F   7/21	C07F7/02	C	2017.01
C07F   7/22	C07F7/00	C	2017.01
C07F   7/24	C07F7/00	C	2017.01
C07F   7/26	C07F7/24	C	2017.01
C07F   7/28	C07F7/00	C	2017.01
C07F   7/30	C07F7/00	C	2017.01
C07F   9/00	C07F	C	2017.01
C07F   9/02	C07F9/00	C	2017.01
C07F   9/04	C07F9/02	C	2017.01
C07F   9/06	C07F9/02	C	2017.01
C07F   9/08	C07F9/06	C	2017.01
C07F   9/09	C07F9/08	C	2017.01
C07F   9/10	C07F9/09	C	2017.01
C07F   9/11	C07F9/09	C	2017.01
C07F   9/113	C07F9/09	C	2017.01
C07F   9/117	C07F9/09	C	2017.01
C07F   9/12	C07F9/09	C	2017.01
C07F   9/14	C07F9/09	C	2017.01
C07F   9/141	C07F9/08	C	2017.01
C07F   9/142	C07F9/141	C	2017.01
C07F   9/143	C07F9/141	C	2017.01
C07F   9/144	C07F9/141	C	2017.01
C07F   9/145	C07F9/141	C	2017.01
C07F   9/146	C07F9/141	C	2017.01
C07F   9/16	C07F9/06	C	2017.01
C07F   9/165	C07F9/16	C	2017.01
C07F   9/17	C07F9/165	C	2017.01
C07F   9/173	C07F9/165	C	2017.01
C07F   9/177	C07F9/165	C	2017.01
C07F   9/18	C07F9/165	C	2017.01
C07F   9/20	C07F9/165	C	2017.01
C07F   9/201	C07F9/16	C	2017.01
C07F   9/202	C07F9/201	C	2017.01
C07F   9/203	C07F9/201	C	2017.01
C07F   9/204	C07F9/201	C	2017.01
C07F   9/205	C07F9/201	C	2017.01
C07F   9/206	C07F9/201	C	2017.01
C07F   9/22	C07F9/06	C	2017.01
C07F   9/24	C07F9/22	C	2017.01
C07F   9/26	C07F9/22	C	2017.01
C07F   9/28	C07F9/02	C	2017.01
C07F   9/30	C07F9/28	C	2017.01
C07F   9/32	C07F9/30	C	2017.01
C07F   9/34	C07F9/30	C	2017.01
C07F   9/36	C07F9/30	C	2017.01
C07F   9/38	C07F9/28	C	2017.01
C07F   9/40	C07F9/38	C	2017.01
C07F   9/42	C07F9/38	C	2017.01
C07F   9/44	C07F9/38	C	2017.01
C07F   9/46	C07F9/28	C	2017.01
C07F   9/48	C07F9/28	C	2017.01
C07F   9/50	C07F9/28	C	2017.01
C07F   9/52	C07F9/50	C	2017.01
C07F   9/53	C07F9/50	C	2017.01
C07F   9/535	C07F9/28	C	2017.01
C07F   9/54	C07F9/28	C	2017.01
C07F   9/547	C07F9/02	C	2017.01
C07F   9/553	C07F9/547	C	2017.01
C07F   9/564	C07F9/553	C	2017.01
C07F   9/568	C07F9/553	C	2017.01
C07F   9/572	C07F9/553	C	2017.01
C07F   9/576	C07F9/553	C	2017.01
C07F   9/58	C07F9/576	C	2017.01
C07F   9/59	C07F9/576	C	2017.01
C07F   9/60	C07F9/576	C	2017.01
C07F   9/62	C07F9/576	C	2017.01
C07F   9/64	C07F9/576	C	2017.01
C07F   9/645	C07F9/547	C	2017.01
C07F   9/6503	C07F9/645	C	2017.01
C07F   9/6506	C07F9/6503	C	2017.01
C07F   9/6509	C07F9/645	C	2017.01
C07F   9/6512	C07F9/6509	C	2017.01
C07F   9/6515	C07F9/547	C	2017.01
C07F   9/6518	C07F9/6515	C	2017.01
C07F   9/6521	C07F9/6515	C	2017.01
C07F   9/6524	C07F9/547	C	2017.01
C07F   9/6527	C07F9/547	C	2017.01
C07F   9/653	C07F9/6527	C	2017.01
C07F   9/6533	C07F9/6527	C	2017.01
C07F   9/6536	C07F9/547	C	2017.01
C07F   9/6539	C07F9/6536	C	2017.01
C07F   9/6541	C07F9/6539	C	2017.01
C07F   9/6544	C07F9/6536	C	2017.01
C07F   9/6547	C07F9/6544	C	2017.01
C07F   9/655	C07F9/547	C	2017.01
C07F   9/6553	C07F9/547	C	2017.01
C07F   9/6558	C07F9/547	C	2017.01
C07F   9/6561	C07F9/547	C	2017.01
C07F   9/6564	C07F9/547	C	2017.01
C07F   9/6568	C07F9/6564	C	2017.01
C07F   9/6571	C07F9/6564	C	2017.01
C07F   9/6574	C07F9/6571	C	2017.01
C07F   9/6578	C07F9/6564	C	2017.01
C07F   9/6581	C07F9/6564	C	2017.01
C07F   9/6584	C07F9/6581	C	2017.01
C07F   9/6587	C07F9/6581	C	2017.01
C07F   9/659	C07F9/6581	C	2017.01
C07F   9/6593	C07F9/659	C	2017.01
C07F   9/6596	C07F9/547	C	2017.01
C07F   9/66	C07F9/00	C	2017.01
C07F   9/68	C07F9/66	C	2017.01
C07F   9/70	C07F9/66	C	2017.01
C07F   9/72	C07F9/70	C	2017.01
C07F   9/74	C07F9/70	C	2017.01
C07F   9/76	C07F9/74	C	2017.01
C07F   9/78	C07F9/74	C	2017.01
C07F   9/80	C07F9/70	C	2017.01
C07F   9/82	C07F9/80	C	2017.01
C07F   9/84	C07F9/80	C	2017.01
C07F   9/86	C07F9/80	C	2017.01
C07F   9/88	C07F9/80	C	2017.01
C07F   9/90	C07F9/00	C	2017.01
C07F   9/92	C07F9/90	C	2017.01
C07F   9/94	C07F9/00	C	2017.01
C07F  11/00	C07F	C	2017.01
C07F  13/00	C07F	C	2017.01
C07F  15/00	C07F	C	2017.01
C07F  15/02	C07F15/00	C	2017.01
C07F  15/03	C07F15/02	C	2017.01
C07F  15/04	C07F15/00	C	2017.01
C07F  15/06	C07F15/00	C	2017.01
C07F  17/00	C07F	C	2017.01
C07F  17/02	C07F17/00	C	2017.01
C07F  19/00	C07F	C	2017.01
C07G	C07G	C	2017.01
C07G   1/00	C07G	C	2017.01
C07G   3/00	C07G	C	2017.01
C07G   5/00	C07G	C	2017.01
C07G   9/00	C07G	C	2017.01
C07G  11/00	C07G	C	2017.01
C07G  13/00	C07G	C	2017.01
C07G  15/00	C07G	C	2017.01
C07G  17/00			2017.01
C07G  99/00	C07G	C	2017.01
C07H	C07H	C	2017.01
C07H   1/00	C07H	C	2017.01
C07H   1/02	C07H1/00	C	2017.01
C07H   1/04	C07H1/02	C	2017.01
C07H   1/06	C07H1/00	C	2017.01
C07H   1/08	C07H1/06	C	2017.01
C07H   3/00	C07H	C	2017.01
C07H   3/02	C07H3/00	C	2017.01
C07H   3/04	C07H3/00	C	2017.01
C07H   3/06	C07H3/00	C	2017.01
C07H   3/08	C07H3/00	C	2017.01
C07H   3/10	C07H3/00	C	2017.01
C07H   5/00	C07H	C	2017.01
C07H   5/02	C07H5/00	C	2017.01
C07H   5/04	C07H5/00	C	2017.01
C07H   5/06	C07H5/04	C	2017.01
C07H   5/08	C07H5/00	C	2017.01
C07H   5/10	C07H5/08	C	2017.01
C07H   7/00	C07H	C	2017.01
C07H   7/02	C07H7/00	C	2017.01
C07H   7/027	C07H7/02	C	2017.01
C07H   7/033	C07H7/02	C	2017.01
C07H   7/04	C07H7/00	C	2017.01
C07H   7/06	C07H7/00	C	2017.01
C07H   9/00	C07H	C	2017.01
C07H   9/02	C07H9/00	C	2017.01
C07H   9/04	C07H9/02	C	2017.01
C07H   9/06	C07H9/00	C	2017.01
C07H  11/00	C07H	C	2017.01
C07H  11/02	C07H11/00	C	2017.01
C07H  11/04	C07H11/00	C	2017.01
C07H  13/00	C07H	C	2017.01
C07H  13/02	C07H13/00	C	2017.01
C07H  13/04	C07H13/02	C	2017.01
C07H  13/06	C07H13/04	C	2017.01
C07H  13/08	C07H13/02	C	2017.01
C07H  13/10	C07H13/02	C	2017.01
C07H  13/12	C07H13/00	C	2017.01
C07H  15/00	C07H15/00	C	2017.01
C07H  15/02	C07H15/00	C	2017.01
C07H  15/04	C07H15/02	C	2017.01
C07H  15/06	C07H15/04	C	2017.01
C07H  15/08	C07H15/04	C	2017.01
C07H  15/10	C07H15/04	C	2017.01
C07H  15/12	C07H15/02	C	2017.01
C07H  15/14	C07H15/02	C	2017.01
C07H  15/16	C07H15/14	C	2017.01
C07H  15/18	C07H15/00	C	2017.01
C07H  15/20	C07H15/00	C	2017.01
C07H  15/203	C07H15/20	C	2017.01
C07H  15/207	C07H15/20	C	2017.01
C07H  15/22	C07H15/20	C	2017.01
C07H  15/222	C07H15/22	C	2017.01
C07H  15/224	C07H15/222	C	2017.01
C07H  15/226	C07H15/222	C	2017.01
C07H  15/228	C07H15/226	C	2017.01
C07H  15/23	C07H15/228	C	2017.01
C07H  15/232	C07H15/228	C	2017.01
C07H  15/234	C07H15/226	C	2017.01
C07H  15/236	C07H15/234	C	2017.01
C07H  15/238	C07H15/22	C	2017.01
C07H  15/24	C07H15/20	C	2017.01
C07H  15/244	C07H15/24	C	2017.01
C07H  15/248	C07H15/24	C	2017.01
C07H  15/252	C07H15/24	C	2017.01
C07H  15/256	C07H15/24	C	2017.01
C07H  15/26	C07H15/00	C	2017.01
C07H  17/00	C07H	C	2017.01
C07H  17/02	C07H17/00	C	2017.01
C07H  17/04	C07H17/00	C	2017.01
C07H  17/06	C07H17/04	C	2017.01
C07H  17/065	C07H17/06	C	2017.01
C07H  17/07	C07H17/065	C	2017.01
C07H  17/075	C07H17/065	C	2017.01
C07H  17/08	C07H17/04	C	2017.01
C07H  19/00	C07H	C	2017.01
C07H  19/01	C07H19/00	C	2017.01
C07H  19/02	C07H19/00	C	2017.01
C07H  19/04	C07H19/02	C	2017.01
C07H  19/044	C07H19/04	C	2017.01
C07H  19/048	C07H19/04	C	2017.01
C07H  19/052	C07H19/04	C	2017.01
C07H  19/056	C07H19/04	C	2017.01
C07H  19/06	C07H19/04	C	2017.01
C07H  19/067	C07H19/06	C	2017.01
C07H  19/073	C07H19/06	C	2017.01
C07H  19/09	C07H19/06	C	2017.01
C07H  19/10	C07H19/06	C	2017.01
C07H  19/11	C07H19/10	C	2017.01
C07H  19/12	C07H19/04	C	2017.01
C07H  19/14	C07H19/04	C	2017.01
C07H  19/16	C07H19/04	C	2017.01
C07H  19/167	C07H19/16	C	2017.01
C07H  19/173	C07H19/16	C	2017.01
C07H  19/19	C07H19/16	C	2017.01
C07H  19/20	C07H19/16	C	2017.01
C07H  19/207	C07H19/20	C	2017.01
C07H  19/213	C07H19/20	C	2017.01
C07H  19/22	C07H19/04	C	2017.01
C07H  19/23	C07H19/04	C	2017.01
C07H  19/24	C07H19/02	C	2017.01
C07H  21/00	C07H	C	2017.01
C07H  21/02	C07H21/00	C	2017.01
C07H  21/04	C07H21/00	C	2017.01
C07H  23/00	C07H	C	2017.01
C07H  99/00	C07H	C	2017.01
C07J	C07J	C	2017.01
C07J   1/00	C07J	C	2017.01
C07J   3/00	C07J	C	2017.01
C07J   5/00	C07J	C	2017.01
C07J   7/00	C07J	C	2017.01
C07J   9/00	C07J	C	2017.01
C07J  11/00	C07J	C	2017.01
C07J  13/00	C07J	C	2017.01
C07J  15/00	C07J	C	2017.01
C07J  17/00	C07J	C	2017.01
C07J  19/00	C07J	C	2017.01
C07J  21/00	C07J	C	2017.01
C07J  31/00	C07J	C	2017.01
C07J  33/00	C07J	C	2017.01
C07J  41/00	C07J	C	2017.01
C07J  43/00	C07J	C	2017.01
C07J  51/00	C07J	C	2017.01
C07J  53/00	C07J	C	2017.01
C07J  61/00	C07J	C	2017.01
C07J  63/00	C07J	C	2017.01
C07J  65/00	C07J	C	2017.01
C07J  67/00	C07J	C	2017.01
C07J  69/00	C07J	C	2017.01
C07J  71/00	C07J	C	2017.01
C07J  73/00	C07J	C	2017.01
C07J  75/00	C07J	C	2017.01
C07K	C07K	C	2017.01
C07K   1/00	C07K	C	2017.01
C07K   1/02	C07K1/00	C	2017.01
C07K   1/04	C07K1/00	C	2017.01
C07K   1/06	C07K1/00	C	2017.01
C07K   1/08	C07K1/06	C	2017.01
C07K   1/10	C07K1/00	C	2017.01
C07K   1/107	C07K1/00	C	2017.01
C07K   1/113	C07K1/107	C	2017.01
C07K   1/12	C07K1/00	C	2017.01
C07K   1/13	C07K1/00	C	2017.01
C07K   1/14	C07K1/00	C	2017.01
C07K   1/16	C07K1/14	C	2017.01
C07K   1/18	C07K1/16	C	2017.01
C07K   1/20	C07K1/16	C	2017.01
C07K   1/22	C07K1/16	C	2017.01
C07K   1/24	C07K1/14	C	2017.01
C07K   1/26	C07K1/24	C	2017.01
C07K   1/28	C07K1/26	C	2017.01
C07K   1/30	C07K1/14	C	2017.01
C07K   1/32	C07K1/30	C	2017.01
C07K   1/34	C07K1/14	C	2017.01
C07K   1/36	C07K1/14	C	2017.01
C07K   2/00	C07K	C	2017.01
C07K   4/00	C07K	C	2017.01
C07K   4/02	C07K4/00	C	2017.01
C07K   4/04	C07K4/00	C	2017.01
C07K   4/06	C07K4/00	C	2017.01
C07K   4/08	C07K4/00	C	2017.01
C07K   4/10	C07K4/00	C	2017.01
C07K   4/12	C07K4/00	C	2017.01
C07K   5/00	C07K5/00	C	2017.01
C07K   5/02	C07K5/00	C	2017.01
C07K   5/023	C07K5/02	C	2017.01
C07K   5/027	C07K5/02	C	2017.01
C07K   5/03	C07K5/02	C	2017.01
C07K   5/033	C07K5/02	C	2017.01
C07K   5/037	C07K5/02	C	2017.01
C07K   5/04	C07K5/00	C	2017.01
C07K   5/06	C07K5/04	C	2017.01
C07K   5/062	C07K5/06	C	2017.01
C07K   5/065	C07K5/06	C	2017.01
C07K   5/068	C07K5/06	C	2017.01
C07K   5/072	C07K5/06	C	2017.01
C07K   5/075	C07K5/072	C	2017.01
C07K   5/078	C07K5/06	C	2017.01
C07K   5/08	C07K5/04	C	2017.01
C07K   5/083	C07K5/08	C	2017.01
C07K   5/087	C07K5/08	C	2017.01
C07K   5/09	C07K5/08	C	2017.01
C07K   5/093	C07K5/08	C	2017.01
C07K   5/097	C07K5/08	C	2017.01
C07K   5/10	C07K5/04	C	2017.01
C07K   5/103	C07K5/10	C	2017.01
C07K   5/107	C07K5/10	C	2017.01
C07K   5/11	C07K5/10	C	2017.01
C07K   5/113	C07K5/10	C	2017.01
C07K   5/117	C07K5/10	C	2017.01
C07K   5/12	C07K5/04	C	2017.01
C07K   7/00	C07K	C	2017.01
C07K   7/02	C07K7/00	C	2017.01
C07K   7/04	C07K7/00	C	2017.01
C07K   7/06	C07K7/04	C	2017.01
C07K   7/08	C07K7/04	C	2017.01
C07K   7/14	C07K7/04	C	2017.01
C07K   7/16	C07K7/04	C	2017.01
C07K   7/18	C07K7/04	C	2017.01
C07K   7/22	C07K7/04	C	2017.01
C07K   7/23	C07K7/04	C	2017.01
C07K   7/28	C07K7/04	C	2017.01
C07K   7/50	C07K7/00	C	2017.01
C07K   7/52	C07K7/50	C	2017.01
C07K   7/54	C07K7/50	C	2017.01
C07K   7/56	C07K7/54	C	2017.01
C07K   7/58	C07K7/56	C	2017.01
C07K   7/60	C07K7/54	C	2017.01
C07K   7/62	C07K7/60	C	2017.01
C07K   7/64	C07K7/00	C	2017.01
C07K   7/66	C07K7/64	C	2017.01
C07K   9/00	C07K	C	2017.01
C07K  11/00	C07K	C	2017.01
C07K  11/02	C07K11/00	C	2017.01
C07K  14/00	C07K	C	2017.01
C07K  14/005	C07K14/00	C	2017.01
C07K  14/01	C07K14/005	C	2017.01
C07K  14/015	C07K14/01	C	2017.01
C07K  14/02	C07K14/01	C	2017.01
C07K  14/025	C07K14/01	C	2017.01
C07K  14/03	C07K14/01	C	2017.01
C07K  14/035	C07K14/03	C	2017.01
C07K  14/04	C07K14/03	C	2017.01
C07K  14/045	C07K14/03	C	2017.01
C07K  14/05	C07K14/03	C	2017.01
C07K  14/055	C07K14/03	C	2017.01
C07K  14/06	C07K14/03	C	2017.01
C07K  14/065	C07K14/01	C	2017.01
C07K  14/07	C07K14/065	C	2017.01
C07K  14/075	C07K14/01	C	2017.01
C07K  14/08	C07K14/005	C	2017.01
C07K  14/085	C07K14/08	C	2017.01
C07K  14/09	C07K14/085	C	2017.01
C07K  14/095	C07K14/085	C	2017.01
C07K  14/10	C07K14/085	C	2017.01
C07K  14/105	C07K14/085	C	2017.01
C07K  14/11	C07K14/08	C	2017.01
C07K  14/115	C07K14/08	C	2017.01
C07K  14/12	C07K14/115	C	2017.01
C07K  14/125	C07K14/115	C	2017.01
C07K  14/13	C07K14/115	C	2017.01
C07K  14/135	C07K14/115	C	2017.01
C07K  14/14	C07K14/08	C	2017.01
C07K  14/145	C07K14/08	C	2017.01
C07K  14/15	C07K14/08	C	2017.01
C07K  14/155	C07K14/15	C	2017.01
C07K  14/16	C07K14/155	C	2017.01
C07K  14/165	C07K14/08	C	2017.01
C07K  14/17	C07K14/165	C	2017.01
C07K  14/175	C07K14/08	C	2017.01
C07K  14/18	C07K14/08	C	2017.01
C07K  14/185	C07K14/18	C	2017.01
C07K  14/19	C07K14/18	C	2017.01
C07K  14/195	C07K14/00	C	2017.01
C07K  14/20	C07K14/195	C	2017.01
C07K  14/205	C07K14/195	C	2017.01
C07K  14/21	C07K14/195	C	2017.01
C07K  14/215	C07K14/195	C	2017.01
C07K  14/22	C07K14/195	C	2017.01
C07K  14/225	C07K14/195	C	2017.01
C07K  14/23	C07K14/195	C	2017.01
C07K  14/235	C07K14/195	C	2017.01
C07K  14/24	C07K14/195	C	2017.01
C07K  14/245	C07K14/24	C	2017.01
C07K  14/25	C07K14/24	C	2017.01
C07K  14/255	C07K14/24	C	2017.01
C07K  14/26	C07K14/24	C	2017.01
C07K  14/265	C07K14/24	C	2017.01
C07K  14/27	C07K14/24	C	2017.01
C07K  14/275	C07K14/24	C	2017.01
C07K  14/28	C07K14/195	C	2017.01
C07K  14/285	C07K14/195	C	2017.01
C07K  14/29	C07K14/195	C	2017.01
C07K  14/295	C07K14/195	C	2017.01
C07K  14/30	C07K14/195	C	2017.01
C07K  14/305	C07K14/195	C	2017.01
C07K  14/31	C07K14/305	C	2017.01
C07K  14/315	C07K14/195	C	2017.01
C07K  14/32	C07K14/195	C	2017.01
C07K  14/325	C07K14/32	C	2017.01
C07K  14/33	C07K14/195	C	2017.01
C07K  14/335	C07K14/195	C	2017.01
C07K  14/34	C07K14/195	C	2017.01
C07K  14/345	C07K14/195	C	2017.01
C07K  14/35	C07K14/195	C	2017.01
C07K  14/355	C07K14/195	C	2017.01
C07K  14/36	C07K14/195	C	2017.01
C07K  14/365	C07K14/195	C	2017.01
C07K  14/37	C07K14/00	C	2017.01
C07K  14/375	C07K14/37	C	2017.01
C07K  14/38	C07K14/37	C	2017.01
C07K  14/385	C07K14/37	C	2017.01
C07K  14/39	C07K14/37	C	2017.01
C07K  14/395	C07K14/39	C	2017.01
C07K  14/40	C07K14/39	C	2017.01
C07K  14/405	C07K14/00	C	2017.01
C07K  14/41	C07K14/00	C	2017.01
C07K  14/415	C07K14/00	C	2017.01
C07K  14/42	C07K14/415	C	2017.01
C07K  14/425	C07K14/415	C	2017.01
C07K  14/43	C07K14/415	C	2017.01
C07K  14/435	C07K14/00	C	2017.01
C07K  14/44	C07K14/435	C	2017.01
C07K  14/445	C07K14/44	C	2017.01
C07K  14/45	C07K14/44	C	2017.01
C07K  14/455	C07K14/44	C	2017.01
C07K  14/46	C07K14/435	C	2017.01
C07K  14/465	C07K14/46	C	2017.01
C07K  14/47	C07K14/46	C	2017.01
C07K  14/475	C07K14/435	C	2017.01
C07K  14/48	C07K14/475	C	2017.01
C07K  14/485	C07K14/475	C	2017.01
C07K  14/49	C07K14/475	C	2017.01
C07K  14/495	C07K14/475	C	2017.01
C07K  14/50	C07K14/475	C	2017.01
C07K  14/505	C07K14/475	C	2017.01
C07K  14/51	C07K14/475	C	2017.01
C07K  14/515	C07K14/475	C	2017.01
C07K  14/52	C07K14/435	C	2017.01
C07K  14/525	C07K14/52	C	2017.01
C07K  14/53	C07K14/52	C	2017.01
C07K  14/535	C07K14/53	C	2017.01
C07K  14/54	C07K14/52	C	2017.01
C07K  14/545	C07K14/54	C	2017.01
C07K  14/55	C07K14/54	C	2017.01
C07K  14/555	C07K14/52	C	2017.01
C07K  14/56	C07K14/555	C	2017.01
C07K  14/565	C07K14/555	C	2017.01
C07K  14/57	C07K14/555	C	2017.01
C07K  14/575	C07K14/435	C	2017.01
C07K  14/58	C07K14/575	C	2017.01
C07K  14/585	C07K14/575	C	2017.01
C07K  14/59	C07K14/575	C	2017.01
C07K  14/595	C07K14/575	C	2017.01
C07K  14/60	C07K14/575	C	2017.01
C07K  14/605	C07K14/575	C	2017.01
C07K  14/61	C07K14/575	C	2017.01
C07K  14/615	C07K14/61	C	2017.01
C07K  14/62	C07K14/575	C	2017.01
C07K  14/625	C07K14/62	C	2017.01
C07K  14/63	C07K14/575	C	2017.01
C07K  14/635	C07K14/575	C	2017.01
C07K  14/64	C07K14/575	C	2017.01
C07K  14/645	C07K14/575	C	2017.01
C07K  14/65	C07K14/575	C	2017.01
C07K  14/655	C07K14/575	C	2017.01
C07K  14/66	C07K14/575	C	2017.01
C07K  14/665	C07K14/435	C	2017.01
C07K  14/67	C07K14/665	C	2017.01
C07K  14/675	C07K14/665	C	2017.01
C07K  14/68	C07K14/665	C	2017.01
C07K  14/685	C07K14/68	C	2017.01
C07K  14/69	C07K14/68	C	2017.01
C07K  14/695	C07K14/665	C	2017.01
C07K  14/70	C07K14/665	C	2017.01
C07K  14/705	C07K14/435	C	2017.01
C07K  14/71	C07K14/705	C	2017.01
C07K  14/715	C07K14/705	C	2017.01
C07K  14/72	C07K14/705	C	2017.01
C07K  14/725	C07K14/705	C	2017.01
C07K  14/73	C07K14/725	C	2017.01
C07K  14/735	C07K14/705	C	2017.01
C07K  14/74	C07K14/705	C	2017.01
C07K  14/745	C07K14/435	C	2017.01
C07K  14/75	C07K14/745	C	2017.01
C07K  14/755	C07K14/745	C	2017.01
C07K  14/76	C07K14/435	C	2017.01
C07K  14/765	C07K14/76	C	2017.01
C07K  14/77	C07K14/76	C	2017.01
C07K  14/775	C07K14/435	C	2017.01
C07K  14/78	C07K14/435	C	2017.01
C07K  14/785	C07K14/435	C	2017.01
C07K  14/79	C07K14/435	C	2017.01
C07K  14/795	C07K14/00	C	2017.01
C07K  14/80	C07K14/795	C	2017.01
C07K  14/805	C07K14/795	C	2017.01
C07K  14/81	C07K14/00	C	2017.01
C07K  14/815	C07K14/81	C	2017.01
C07K  14/82	C07K14/00	C	2017.01
C07K  14/825	C07K14/00	C	2017.01
C07K  16/00	C07K	C	2017.01
C07K  16/02	C07K16/00	C	2017.01
C07K  16/04	C07K16/00	C	2017.01
C07K  16/06	C07K16/00	C	2017.01
C07K  16/08	C07K16/00	C	2017.01
C07K  16/10	C07K16/08	C	2017.01
C07K  16/12	C07K16/00	C	2017.01
C07K  16/14	C07K16/00	C	2017.01
C07K  16/16	C07K16/00	C	2017.01
C07K  16/18	C07K16/00	C	2017.01
C07K  16/20	C07K16/18	C	2017.01
C07K  16/22	C07K16/18	C	2017.01
C07K  16/24	C07K16/18	C	2017.01
C07K  16/26	C07K16/18	C	2017.01
C07K  16/28	C07K16/18	C	2017.01
C07K  16/30	C07K16/28	C	2017.01
C07K  16/32	C07K16/18	C	2017.01
C07K  16/34	C07K16/18	C	2017.01
C07K  16/36	C07K16/18	C	2017.01
C07K  16/38	C07K16/00	C	2017.01
C07K  16/40	C07K16/00	C	2017.01
C07K  16/42	C07K16/00	C	2017.01
C07K  16/44	C07K16/00	C	2017.01
C07K  16/46	C07K16/00	C	2017.01
C07K  17/00	C07K	C	2017.01
C07K  17/02	C07K17/00	C	2017.01
C07K  17/04	C07K17/02	C	2017.01
C07K  17/06	C07K17/02	C	2017.01
C07K  17/08	C07K17/02	C	2017.01
C07K  17/10	C07K17/02	C	2017.01
C07K  17/12	C07K17/10	C	2017.01
C07K  17/14	C07K17/00	C	2017.01
C07K  19/00	C07K	C	2017.01
C08B	C08B	C	2017.01
C08B   1/00	C08B	C	2017.01
C08B   1/02	C08B1/00	C	2017.01
C08B   1/04	C08B1/02	C	2017.01
C08B   1/06	C08B1/00	C	2017.01
C08B   1/08	C08B1/00	C	2017.01
C08B   1/10	C08B1/08	C	2017.01
C08B   1/12	C08B1/10	C	2017.01
C08B   1/14	C08B1/10	C	2017.01
