ipc_code	ancestor	parent	ipc_version
H04M   1/274	H04M0001270000	H	2016.01
H04M   1/2745	H04M0001274000	H	2016.01
H04M   1/275	H04M0001274500	H	2016.01
H04M   1/2755	H04M0001274500	H	2016.01
H04M   1/276	H04M0001274000	H	2016.01
H04M   1/278	H04M0001274000	H	2016.01
H04M   1/30	H04M0001260000	H	2016.01
H04M   1/31	H04M0001300000	H	2016.01
H04M   1/315	H04M0001310000	H	2016.01
H04M   1/32	H04M0001310000	H	2016.01
H04M   1/34	H04M0001310000	H	2016.01
H04M   1/38	H04M0001310000	H	2016.01
H04M   1/40	H04M0001310000	H	2016.01
H04M   1/50	H04M0001300000	H	2016.01
H04M   1/515	H04M0001260000	H	2016.01
H04M   1/52	H04M0001260000	H	2016.01
H04M   1/53	H04M0001260000	H	2016.01
H04M   1/54	H04M0001530000	H	2016.01
H04M   1/56	H04M0001000000	H	2016.01
H04M   1/57	H04M0001000000	H	2016.01
H04M   1/58	H04M0001000000	H	2016.01
H04M   1/60	H04M0001000000	H	2016.01
H04M   1/62	H04M0001600000	H	2016.01
H04M   1/64	H04M0001000000	H	2016.01
H04M   1/65	H04M0001640000	H	2016.01
H04M   1/652	H04M0001650000	H	2016.01
H04M   1/654	H04M0001650000	H	2016.01
H04M   1/656	H04M0001650000	H	2016.01
H04M   1/658	H04M0001650000	H	2016.01
H04M   1/66	H04M0001000000	H	2016.01
H04M   1/663	H04M0001660000	H	2016.01
H04M   1/665	H04M0001663000	H	2016.01
H04M   1/667	H04M0001660000	H	2016.01
H04M   1/67	H04M0001667000	H	2016.01
H04M   1/673	H04M0001670000	H	2016.01
H04M   1/675	H04M0001670000	H	2016.01
H04M   1/677	H04M0001660000	H	2016.01
H04M   1/68	H04M0001000000	H	2016.01
H04M   1/70	H04M0001680000	H	2016.01
H04M   1/72	H04M0001000000	H	2016.01
H04M   1/723	H04M0001720000	H	2016.01
H04M   1/725	H04M0001720000	H	2016.01
H04M   1/727	H04M0001725000	H	2016.01
H04M   1/73	H04M0001725000	H	2016.01
H04M   1/733	H04M0001725000	H	2016.01
H04M   1/737	H04M0001725000	H	2016.01
H04M   1/738	H04M0001000000	H	2016.01
H04M   1/74	H04M0001738000	H	2016.01
H04M   1/76	H04M0001738000	H	2016.01
H04M   1/78	H04M0001000000	H	2016.01
H04M   1/80	H04M0001000000	H	2016.01
H04M   1/82	H04M0001000000	H	2016.01
H04M   3/00		H	2016.01
H04M   3/02	H04M0003000000	H	2016.01
H04M   3/04	H04M0003020000	H	2016.01
H04M   3/06	H04M0003020000	H	2016.01
H04M   3/08	H04M0003000000	H	2016.01
H04M   3/10	H04M0003080000	H	2016.01
H04M   3/12	H04M0003080000	H	2016.01
H04M   3/14	H04M0003080000	H	2016.01
H04M   3/16	H04M0003000000	H	2016.01
H04M   3/18	H04M0003000000	H	2016.01
H04M   3/20	H04M0003000000	H	2016.01
H04M   3/22	H04M0003000000	H	2016.01
H04M   3/24	H04M0003220000	H	2016.01
H04M   3/26	H04M0003220000	H	2016.01
H04M   3/28	H04M0003260000	H	2016.01
H04M   3/30	H04M0003280000	H	2016.01
H04M   3/32	H04M0003280000	H	2016.01
H04M   3/34	H04M0003260000	H	2016.01
H04M   3/36	H04M0003220000	H	2016.01
H04M   3/38	H04M0003000000	H	2016.01
H04M   3/40	H04M0003000000	H	2016.01
H04M   3/42	H04M0003000000	H	2016.01
H04M   3/424	H04M0003420000	H	2016.01
H04M   3/428	H04M0003420000	H	2016.01
H04M   3/432	H04M0003420000	H	2016.01
H04M   3/436	H04M0003420000	H	2016.01
H04M   3/44	H04M0003420000	H	2016.01
H04M   3/46	H04M0003420000	H	2016.01
H04M   3/48	H04M0003420000	H	2016.01
H04M   3/487	H04M0003420000	H	2016.01
H04M   3/493	H04M0003487000	H	2016.01
H04M   3/50	H04M0003420000	H	2016.01
H04M   3/51	H04M0003500000	H	2016.01
H04M   3/52	H04M0003510000	H	2016.01
H04M   3/523	H04M0003510000	H	2016.01
H04M   3/527	H04M0003500000	H	2016.01
H04M   3/53	H04M0003500000	H	2016.01
H04M   3/533	H04M0003530000	H	2016.01
H04M   3/537	H04M0003530000	H	2016.01
H04M   3/54	H04M0003420000	H	2016.01
H04M   3/56	H04M0003420000	H	2016.01
H04M   3/58	H04M0003420000	H	2016.01
H04M   3/60	H04M0003000000	H	2016.01
H04M   3/62	H04M0003600000	H	2016.01
H04M   3/64	H04M0003600000	H	2016.01
H04M   5/00		H	2016.01
H04M   5/02	H04M0005000000	H	2016.01
H04M   5/04	H04M0005000000	H	2016.01
H04M   5/06	H04M0005040000	H	2016.01
H04M   5/08	H04M0005000000	H	2016.01
H04M   5/10	H04M0005000000	H	2016.01
H04M   5/12	H04M0005000000	H	2016.01
H04M   5/14	H04M0005000000	H	2016.01
H04M   5/16	H04M0005000000	H	2016.01
H04M   5/18	H04M0005000000	H	2016.01
H04M   5/20	H04M0005180000	H	2016.01
H04M   7/00		H	2016.01
H04M   7/02	H04M0007000000	H	2016.01
H04M   7/04	H04M0007000000	H	2016.01
H04M   7/06	H04M0007000000	H	2016.01
H04M   7/08	H04M0007000000	H	2016.01
H04M   7/10	H04M0007000000	H	2016.01
H04M   7/12	H04M0007000000	H	2016.01
H04M   7/14	H04M0007000000	H	2016.01
H04M   7/16	H04M0007000000	H	2016.01
H04M   9/00		H	2016.01
H04M   9/02	H04M0009000000	H	2016.01
H04M   9/04	H04M0009000000	H	2016.01
H04M   9/06	H04M0009000000	H	2016.01
H04M   9/08	H04M0009000000	H	2016.01
H04M   9/10	H04M0009080000	H	2016.01
H04M  11/00		H	2016.01
H04M  11/02	H04M0011000000	H	2016.01
H04M  11/04	H04M0011000000	H	2016.01
H04M  11/06	H04M0011000000	H	2016.01
H04M  11/08	H04M0011000000	H	2016.01
H04M  11/10	H04M0011000000	H	2016.01
H04M  13/00		H	2016.01
H04M  15/00		H	2016.01
H04M  15/02	H04M0015000000	H	2016.01
H04M  15/04	H04M0015000000	H	2016.01
H04M  15/06	H04M0015040000	H	2016.01
H04M  15/08	H04M0015000000	H	2016.01
H04M  15/10	H04M0015000000	H	2016.01
H04M  15/12	H04M0015100000	H	2016.01
H04M  15/14	H04M0015120000	H	2016.01
H04M  15/16	H04M0015120000	H	2016.01
H04M  15/18	H04M0015120000	H	2016.01
H04M  15/20	H04M0015180000	H	2016.01
H04M  15/22	H04M0015120000	H	2016.01
H04M  15/24	H04M0015120000	H	2016.01
H04M  15/26	H04M0015100000	H	2016.01
H04M  15/28	H04M0015000000	H	2016.01
H04M  15/30	H04M0015280000	H	2016.01
H04M  15/32	H04M0015000000	H	2016.01
H04M  15/34	H04M0015000000	H	2016.01
H04M  15/36	H04M0015000000	H	2016.01
H04M  15/38	H04M0015000000	H	2016.01
H04M  17/00		H	2016.01
H04M  17/02	H04M0017000000	H	2016.01
H04M  19/00		H	2016.01
H04M  19/02	H04M0019000000	H	2016.01
H04M  19/04	H04M0019020000	H	2016.01
H04M  19/06	H04M0019000000	H	2016.01
H04M  19/08	H04M0019000000	H	2016.01
H04M  99/00		H	2016.01
H04N   1/00		H	2016.01
H04N   1/024	H04N0001000000	H	2016.01
H04N   1/028	H04N0001024000	H	2016.01
H04N   1/029	H04N0001028000	H	2016.01
H04N   1/03	H04N0001028000	H	2016.01
H04N   1/031	H04N0001030000	H	2016.01
H04N   1/032	H04N0001024000	H	2016.01
H04N   1/034	H04N0001032000	H	2016.01
H04N   1/036	H04N0001032000	H	2016.01
H04N   1/04	H04N0001000000	H	2016.01
H04N   1/047	H04N0001040000	H	2016.01
H04N   1/053	H04N0001047000	H	2016.01
H04N   1/06	H04N0001040000	H	2016.01
H04N   1/08	H04N0001060000	H	2016.01
H04N   1/10	H04N0001040000	H	2016.01
H04N   1/107	H04N0001100000	H	2016.01
H04N   1/113	H04N0001040000	H	2016.01
H04N   1/12	H04N0001040000	H	2016.01
H04N   1/14	H04N0001120000	H	2016.01
H04N   1/16	H04N0001120000	H	2016.01
H04N   1/17	H04N0001040000	H	2016.01
H04N   1/19	H04N0001040000	H	2016.01
H04N   1/191	H04N0001190000	H	2016.01
H04N   1/192	H04N0001191000	H	2016.01
H04N   1/193	H04N0001192000	H	2016.01
H04N   1/195	H04N0001190000	H	2016.01
H04N   1/203	H04N0001040000	H	2016.01
H04N   1/207	H04N0001040000	H	2016.01
H04N   1/21	H04N0001000000	H	2016.01
H04N   1/23	H04N0001000000	H	2016.01
H04N   1/27	H04N0001230000	H	2016.01
H04N   1/29	H04N0001230000	H	2016.01
H04N   1/31	H04N0001230000	H	2016.01
H04N   1/32	H04N0001000000	H	2016.01
H04N   1/327	H04N0001320000	H	2016.01
H04N   1/333	H04N0001320000	H	2016.01
H04N   1/34	H04N0001320000	H	2016.01
H04N   1/36	H04N0001320000	H	2016.01
H04N   1/38	H04N0001000000	H	2016.01
H04N   1/387	H04N0001000000	H	2016.01
H04N   1/393	H04N0001387000	H	2016.01
H04N   1/40	H04N0001000000	H	2016.01
H04N   1/401	H04N0001400000	H	2016.01
H04N   1/403	H04N0001400000	H	2016.01
H04N   1/405	H04N0001400000	H	2016.01
H04N   1/407	H04N0001400000	H	2016.01
H04N   1/409	H04N0001400000	H	2016.01
H04N   1/41	H04N0001000000	H	2016.01
H04N   1/411	H04N0001410000	H	2016.01
H04N   1/413	H04N0001411000	H	2016.01
H04N   1/415	H04N0001413000	H	2016.01
H04N   1/417	H04N0001413000	H	2016.01
H04N   1/419	H04N0001413000	H	2016.01
H04N   1/42	H04N0001000000	H	2016.01
H04N   1/44	H04N0001000000	H	2016.01
H04N   1/46	H04N0001000000	H	2016.01
H04N   1/48	H04N0001460000	H	2016.01
H04N   1/50	H04N0001460000	H	2016.01
H04N   1/52	H04N0001460000	H	2016.01
H04N   1/54	H04N0001460000	H	2016.01
H04N   1/56	H04N0001460000	H	2016.01
H04N   1/58	H04N0001560000	H	2016.01
H04N   1/60	H04N0001560000	H	2016.01
H04N   1/62	H04N0001600000	H	2016.01
H04N   1/64	H04N0001460000	H	2016.01
H04N   3/00		H	2016.01
H04N   3/02	H04N0003000000	H	2016.01
H04N   3/04	H04N0003020000	H	2016.01
H04N   3/06	H04N0003020000	H	2016.01
H04N   3/08	H04N0003020000	H	2016.01
H04N   3/09	H04N0003080000	H	2016.01
H04N   3/10	H04N0003000000	H	2016.01
H04N   3/12	H04N0003100000	H	2016.01
H04N   3/14	H04N0003100000	H	2016.01
H04N   3/15			2016.01
H04N   3/16	H04N0003100000	H	2016.01
H04N   3/18	H04N0003160000	H	2016.01
H04N   3/185	H04N0003180000	H	2016.01
H04N   3/19	H04N0003180000	H	2016.01
H04N   3/20	H04N0003160000	H	2016.01
H04N   3/22	H04N0003160000	H	2016.01
H04N   3/223	H04N0003220000	H	2016.01
H04N   3/227	H04N0003220000	H	2016.01
H04N   3/23	H04N0003220000	H	2016.01
H04N   3/233	H04N0003230000	H	2016.01
H04N   3/237	H04N0003230000	H	2016.01
H04N   3/24	H04N0003160000	H	2016.01
H04N   3/26	H04N0003160000	H	2016.01
H04N   3/27	H04N0003160000	H	2016.01
H04N   3/28	H04N0003100000	H	2016.01
H04N   3/30	H04N0003100000	H	2016.01
H04N   3/32	H04N0003300000	H	2016.01
H04N   3/34	H04N0003300000	H	2016.01
H04N   3/36	H04N0003000000	H	2016.01
H04N   3/38	H04N0003360000	H	2016.01
H04N   3/40	H04N0003360000	H	2016.01
H04N   5/00		H	2016.01
H04N   5/04	H04N0005000000	H	2016.01
H04N   5/05	H04N0005040000	H	2016.01
H04N   5/06	H04N0005040000	H	2016.01
H04N   5/067	H04N0005060000	H	2016.01
H04N   5/073	H04N0005067000	H	2016.01
H04N   5/08	H04N0005040000	H	2016.01
H04N   5/10	H04N0005080000	H	2016.01
H04N   5/12	H04N0005040000	H	2016.01
H04N   5/14	H04N0005000000	H	2016.01
H04N   5/16	H04N0005140000	H	2016.01
H04N   5/18	H04N0005160000	H	2016.01
H04N   5/20	H04N0005140000	H	2016.01
H04N   5/202	H04N0005200000	H	2016.01
H04N   5/205	H04N0005200000	H	2016.01
H04N   5/208	H04N0005205000	H	2016.01
H04N   5/21	H04N0005140000	H	2016.01
H04N   5/213	H04N0005210000	H	2016.01
H04N   5/217	H04N0005210000	H	2016.01
H04N   5/222	H04N0005000000	H	2016.01
H04N   5/225	H04N0005222000	H	2016.01
H04N   5/228	H04N0005225000	H	2016.01
H04N   5/232	H04N0005225000	H	2016.01
H04N   5/235	H04N0005225000	H	2016.01
H04N   5/238	H04N0005235000	H	2016.01
H04N   5/243	H04N0005235000	H	2016.01
H04N   5/247	H04N0005225000	H	2016.01
H04N   5/253	H04N0005222000	H	2016.01
H04N   5/257	H04N0005222000	H	2016.01
H04N   5/262	H04N0005222000	H	2016.01
H04N   5/265	H04N0005262000	H	2016.01
H04N   5/268	H04N0005262000	H	2016.01
H04N   5/272	H04N0005262000	H	2016.01
H04N   5/275	H04N0005272000	H	2016.01
H04N   5/278	H04N0005262000	H	2016.01
H04N   5/28	H04N0005222000	H	2016.01
H04N   5/30	H04N0005000000	H	2016.01
H04N   5/32	H04N0005300000	H	2016.01
H04N   5/321	H04N0005320000	H	2016.01
H04N   5/325	H04N0005321000	H	2016.01
H04N   5/33	H04N0005300000	H	2016.01
H04N   5/335	H04N0005335000	H	2016.01
H04N   5/341	H04N0005335000	H	2016.01
H04N   5/343	H04N0005341000	H	2016.01
H04N   5/345	H04N0005341000	H	2016.01
H04N   5/347	H04N0005341000	H	2016.01
H04N   5/349	H04N0005341000	H	2016.01
H04N   5/351	H04N0005335000	H	2016.01
H04N   5/353	H04N0005351000	H	2016.01
H04N   5/355	H04N0005351000	H	2016.01
H04N   5/357	H04N0005335000	H	2016.01
H04N   5/359	H04N0005357000	H	2016.01
H04N   5/361	H04N0005357000	H	2016.01
H04N   5/363	H04N0005357000	H	2016.01
H04N   5/365	H04N0005357000	H	2016.01
H04N   5/367	H04N0005365000	H	2016.01
H04N   5/369	H04N0005335000	H	2016.01
H04N   5/372	H04N0005369000	H	2016.01
H04N   5/3722	H04N0005372000	H	2016.01
H04N   5/3725	H04N0005372000	H	2016.01
H04N   5/3728	H04N0005372000	H	2016.01
H04N   5/374	H04N0005369000	H	2016.01
H04N   5/3745	H04N0005374000	H	2016.01
H04N   5/376	H04N0005369000	H	2016.01
H04N   5/378	H04N0005369000	H	2016.01
H04N   5/38	H04N0005000000	H	2016.01
H04N   5/40	H04N0005380000	H	2016.01
H04N   5/42	H04N0005380000	H	2016.01
H04N   5/44	H04N0005000000	H	2016.01
H04N   5/445	H04N0005440000	H	2016.01
H04N   5/45	H04N0005445000	H	2016.01
H04N   5/455	H04N0005440000	H	2016.01
H04N   5/46	H04N0005440000	H	2016.01
H04N   5/50	H04N0005440000	H	2016.01
H04N   5/52	H04N0005440000	H	2016.01
H04N   5/53	H04N0005520000	H	2016.01
H04N   5/54	H04N0005520000	H	2016.01
H04N   5/56	H04N0005520000	H	2016.01
H04N   5/57	H04N0005440000	H	2016.01
H04N   5/58	H04N0005570000	H	2016.01
H04N   5/59	H04N0005570000	H	2016.01
H04N   5/60	H04N0005440000	H	2016.01
H04N   5/62	H04N0005600000	H	2016.01
H04N   5/63	H04N0005000000	H	2016.01
H04N   5/64	H04N0005000000	H	2016.01
H04N   5/645	H04N0005640000	H	2016.01
H04N   5/65	H04N0005640000	H	2016.01
H04N   5/655	H04N0005640000	H	2016.01
H04N   5/66	H04N0005000000	H	2016.01
H04N   5/68	H04N0005660000	H	2016.01
H04N   5/70	H04N0005660000	H	2016.01
H04N   5/72	H04N0005000000	H	2016.01
H04N   5/74	H04N0005000000	H	2016.01
H04N   5/76	H04N0005000000	H	2016.01
H04N   5/761	H04N0005760000	H	2016.01
H04N   5/7613	H04N0005761000	H	2016.01
H04N   5/7617	H04N0005761000	H	2016.01
H04N   5/765	H04N0005760000	H	2016.01
H04N   5/77	H04N0005765000	H	2016.01
H04N   5/775	H04N0005765000	H	2016.01
H04N   5/78	H04N0005760000	H	2016.01
H04N   5/781	H04N0005780000	H	2016.01
H04N   5/782	H04N0005780000	H	2016.01
H04N   5/7822	H04N0005782000	H	2016.01
H04N   5/7824	H04N0005782000	H	2016.01
H04N   5/7826	H04N0005782400	H	2016.01
H04N   5/7828	H04N0005782400	H	2016.01
H04N   5/783	H04N0005782000	H	2016.01
H04N   5/784	H04N0005780000	H	2016.01
H04N   5/80	H04N0005760000	H	2016.01
H04N   5/82	H04N0005800000	H	2016.01
H04N   5/83	H04N0005820000	H	2016.01
H04N   5/84	H04N0005760000	H	2016.01
H04N   5/85	H04N0005840000	H	2016.01
H04N   5/87	H04N0005840000	H	2016.01
H04N   5/89	H04N0005760000	H	2016.01
H04N   5/90	H04N0005890000	H	2016.01
H04N   5/903	H04N0005760000	H	2016.01
H04N   5/907	H04N0005760000	H	2016.01
H04N   5/91	H04N0005760000	H	2016.01
H04N   5/911	H04N0005910000	H	2016.01
H04N   5/913	H04N0005910000	H	2016.01
H04N   5/915	H04N0005910000	H	2016.01
H04N   5/917	H04N0005910000	H	2016.01
H04N   5/919	H04N0005917000	H	2016.01
H04N   5/92	H04N0005910000	H	2016.01
H04N   5/921	H04N0005920000	H	2016.01
H04N   5/922	H04N0005920000	H	2016.01
H04N   5/923	H04N0005920000	H	2016.01
H04N   5/924	H04N0005920000	H	2016.01
H04N   5/926	H04N0005920000	H	2016.01
H04N   5/928	H04N0005920000	H	2016.01
H04N   5/93	H04N0005910000	H	2016.01
H04N   5/931	H04N0005930000	H	2016.01
H04N   5/932	H04N0005930000	H	2016.01
H04N   5/935	H04N0005930000	H	2016.01
H04N   5/937	H04N0005930000	H	2016.01
H04N   5/94	H04N0005930000	H	2016.01
H04N   5/945	H04N0005940000	H	2016.01
H04N   5/95	H04N0005930000	H	2016.01
H04N   5/953	H04N0005950000	H	2016.01
H04N   5/956	H04N0005950000	H	2016.01
H04N   7/00		H	2016.01
H04N   7/01	H04N0007000000	H	2016.01
H04N   7/015	H04N0007000000	H	2016.01
H04N   7/025	H04N0007000000	H	2016.01
H04N   7/03	H04N0007025000	H	2016.01
H04N   7/035	H04N0007025000	H	2016.01
H04N   7/04	H04N0007000000	H	2016.01
H04N   7/045	H04N0007040000	H	2016.01
H04N   7/06	H04N0007000000	H	2016.01
H04N   7/08	H04N0007000000	H	2016.01
H04N   7/081	H04N0007080000	H	2016.01
H04N   7/083	H04N0007080000	H	2016.01
H04N   7/084	H04N0007080000	H	2016.01
H04N   7/085	H04N0007084000	H	2016.01
H04N   7/087	H04N0007080000	H	2016.01
H04N   7/088	H04N0007087000	H	2016.01
H04N   7/10	H04N0007000000	H	2016.01
H04N   7/12	H04N0007000000	H	2016.01
H04N   7/14	H04N0007000000	H	2016.01
H04N   7/15	H04N0007140000	H	2016.01
H04N   7/16	H04N0007000000	H	2016.01
H04N   7/167	H04N0007160000	H	2016.01
H04N   7/169	H04N0007167000	H	2016.01
H04N   7/171	H04N0007167000	H	2016.01
H04N   7/173	H04N0007160000	H	2016.01
H04N   7/18	H04N0007000000	H	2016.01
H04N   7/20	H04N0007000000	H	2016.01
H04N   7/22	H04N0007000000	H	2016.01
H04N   7/24	H04N0007000000	H	2016.01
H04N   7/26			2016.01
H04N   7/28			2016.01
H04N   7/30			2016.01
H04N   7/32			2016.01
H04N   7/34			2016.01
H04N   7/36			2016.01
H04N   7/38			2016.01
H04N   7/40			2016.01
H04N   7/42			2016.01
H04N   7/44			2016.01
H04N   7/46			2016.01
H04N   7/48			2016.01
H04N   7/50			2016.01
H04N   7/52	H04N0007240000	H	2016.01
H04N   7/54	H04N0007520000	H	2016.01
H04N   7/56	H04N0007540000	H	2016.01
H04N   7/58			2016.01
H04N   7/60			2016.01
H04N   7/62			2016.01
H04N   7/64	H04N0007240000	H	2016.01
H04N   7/66	H04N0007640000	H	2016.01
H04N   7/68	H04N0007640000	H	2016.01
H04N   9/00		H	2016.01
H04N   9/04	H04N0009000000	H	2016.01
H04N   9/07	H04N0009040000	H	2016.01
H04N   9/077	H04N0009070000	H	2016.01
H04N   9/083	H04N0009070000	H	2016.01
H04N   9/09	H04N0009040000	H	2016.01
H04N   9/093	H04N0009090000	H	2016.01
H04N   9/097	H04N0009090000	H	2016.01
H04N   9/10	H04N0009040000	H	2016.01
H04N   9/11	H04N0009040000	H	2016.01
H04N   9/12	H04N0009000000	H	2016.01
H04N   9/14	H04N0009120000	H	2016.01
H04N   9/16	H04N0009120000	H	2016.01
H04N   9/18	H04N0009160000	H	2016.01
H04N   9/20	H04N0009180000	H	2016.01
H04N   9/22	H04N0009160000	H	2016.01
H04N   9/24	H04N0009220000	H	2016.01
H04N   9/26	H04N0009220000	H	2016.01
H04N   9/27	H04N0009160000	H	2016.01
H04N   9/28	H04N0009160000	H	2016.01
H04N   9/285	H04N0009280000	H	2016.01
H04N   9/29	H04N0009160000	H	2016.01
H04N   9/30	H04N0009120000	H	2016.01
H04N   9/31	H04N0009120000	H	2016.01
H04N   9/43	H04N0009000000	H	2016.01
H04N   9/44	H04N0009000000	H	2016.01
H04N   9/45	H04N0009440000	H	2016.01
H04N   9/455	H04N0009440000	H	2016.01
H04N   9/465	H04N0009440000	H	2016.01
H04N   9/47	H04N0009440000	H	2016.01
H04N   9/475	H04N0009440000	H	2016.01
H04N   9/64	H04N0009000000	H	2016.01
H04N   9/65	H04N0009640000	H	2016.01
H04N   9/66	H04N0009640000	H	2016.01
H04N   9/67	H04N0009640000	H	2016.01
H04N   9/68	H04N0009640000	H	2016.01
H04N   9/69	H04N0009680000	H	2016.01
H04N   9/70	H04N0009640000	H	2016.01
H04N   9/71	H04N0009700000	H	2016.01
H04N   9/72	H04N0009640000	H	2016.01
H04N   9/73	H04N0009640000	H	2016.01
H04N   9/74	H04N0009640000	H	2016.01
H04N   9/75	H04N0009740000	H	2016.01
H04N   9/76	H04N0009740000	H	2016.01
H04N   9/77	H04N0009000000	H	2016.01
H04N   9/78	H04N0009770000	H	2016.01
H04N   9/79	H04N0009000000	H	2016.01
H04N   9/793	H04N0009790000	H	2016.01
H04N   9/797	H04N0009790000	H	2016.01
H04N   9/80	H04N0009790000	H	2016.01
H04N   9/802	H04N0009800000	H	2016.01
H04N   9/804	H04N0009800000	H	2016.01
H04N   9/806	H04N0009804000	H	2016.01
H04N   9/808	H04N0009800000	H	2016.01
H04N   9/81	H04N0009800000	H	2016.01
H04N   9/815	H04N0009810000	H	2016.01
H04N   9/82	H04N0009800000	H	2016.01
H04N   9/825	H04N0009820000	H	2016.01
H04N   9/83	H04N0009820000	H	2016.01
H04N   9/835	H04N0009830000	H	2016.01
H04N   9/84	H04N0009830000	H	2016.01
H04N   9/85	H04N0009820000	H	2016.01
H04N   9/86	H04N0009800000	H	2016.01
H04N   9/87	H04N0009790000	H	2016.01
H04N   9/873	H04N0009870000	H	2016.01
H04N   9/877	H04N0009870000	H	2016.01
H04N   9/88	H04N0009870000	H	2016.01
H04N   9/882	H04N0009880000	H	2016.01
H04N   9/885	H04N0009882000	H	2016.01
H04N   9/888	H04N0009880000	H	2016.01
H04N   9/89	H04N0009870000	H	2016.01
H04N   9/893	H04N0009890000	H	2016.01
H04N   9/896	H04N0009890000	H	2016.01
H04N   9/898	H04N0009870000	H	2016.01
H04N  11/00		H	2016.01
H04N  11/02	H04N0011000000	H	2016.01
H04N  11/04	H04N0011000000	H	2016.01
H04N  11/06	H04N0011000000	H	2016.01
H04N  11/08	H04N0011060000	H	2016.01
H04N  11/10	H04N0011080000	H	2016.01
H04N  11/12	H04N0011060000	H	2016.01
H04N  11/14	H04N0011120000	H	2016.01
H04N  11/16	H04N0011140000	H	2016.01
H04N  11/18	H04N0011060000	H	2016.01
H04N  11/20	H04N0011060000	H	2016.01
H04N  11/22	H04N0011200000	H	2016.01
H04N  11/24	H04N0011000000	H	2016.01
H04N  13/00		H	2016.01
H04N  13/02	H04N0013000000	H	2016.01
H04N  13/04	H04N0013000000	H	2016.01
H04N  15/00		H	2016.01
H04N  17/00		H	2016.01
H04N  17/02	H04N0017000000	H	2016.01
H04N  17/04	H04N0017000000	H	2016.01
H04N  17/06	H04N0017000000	H	2016.01
H04N  19/00		H	2016.01
H04N  19/102	H04N0019100000	H	2016.01
H04N  19/103	H04N0019102000	H	2016.01
H04N  19/105	H04N0019103000	H	2016.01
H04N  19/107	H04N0019103000	H	2016.01
H04N  19/109	H04N0019103000	H	2016.01
H04N  19/11	H04N0019103000	H	2016.01
H04N  19/112	H04N0019103000	H	2016.01
H04N  19/114	H04N0019103000	H	2016.01
H04N  19/115	H04N0019102000	H	2016.01
H04N  19/117	H04N0019102000	H	2016.01
H04N  19/119	H04N0019102000	H	2016.01
H04N  19/122	H04N0019120000	H	2016.01
H04N  19/124	H04N0019102000	H	2016.01
H04N  19/126	H04N0019124000	H	2016.01
H04N  19/127	H04N0019102000	H	2016.01
H04N  19/129	H04N0019102000	H	2016.01
H04N  19/13	H04N0019102000	H	2016.01
H04N  19/134	H04N0019100000	H	2016.01
H04N  19/136	H04N0019134000	H	2016.01
H04N  19/137	H04N0019136000	H	2016.01
H04N  19/14	H04N0019136000	H	2016.01
H04N  19/147	H04N0019146000	H	2016.01
H04N  19/149	H04N0019146000	H	2016.01
H04N  19/15	H04N0019146000	H	2016.01
H04N  19/154	H04N0019134000	H	2016.01
H04N  19/156	H04N0019134000	H	2016.01
H04N  19/159	H04N0019157000	H	2016.01
H04N  19/16	H04N0019157000	H	2016.01
H04N  19/164	H04N0019134000	H	2016.01
H04N  19/166	H04N0019164000	H	2016.01
H04N  19/169	H04N0019100000	H	2016.01
H04N  19/172	H04N0019170000	H	2016.01
H04N  19/176	H04N0019170000	H	2016.01
H04N  19/177	H04N0019169000	H	2016.01
H04N  19/18	H04N0019169000	H	2016.01
H04N  19/184	H04N0019169000	H	2016.01
H04N  19/186	H04N0019169000	H	2016.01
H04N  19/19	H04N0019189000	H	2016.01
H04N  19/192	H04N0019189000	H	2016.01
H04N  19/196	H04N0019189000	H	2016.01
H04N  19/20	H04N0019000000	H	2016.01
H04N  19/21	H04N0019200000	H	2016.01
H04N  19/30	H04N0019000000	H	2016.01
H04N  19/33	H04N0019300000	H	2016.01
H04N  19/34	H04N0019300000	H	2016.01
H04N  19/36	H04N0019300000	H	2016.01
H04N  19/40	H04N0019000000	H	2016.01
H04N  19/42	H04N0019000000	H	2016.01
H04N  19/44	H04N0019000000	H	2016.01
H04N  19/46	H04N0019000000	H	2016.01
H04N  19/463	H04N0019460000	H	2016.01
H04N  19/467	H04N0019460000	H	2016.01
H04N  19/48	H04N0019000000	H	2016.01
H04N  19/50	H04N0019000000	H	2016.01
H04N  19/503	H04N0019500000	H	2016.01
H04N  19/507	H04N0019503000	H	2016.01
H04N  19/51	H04N0019503000	H	2016.01
H04N  19/513	H04N0019510000	H	2016.01
H04N  19/52	H04N0019517000	H	2016.01
H04N  19/53	H04N0019510000	H	2016.01
H04N  19/56	H04N0019510000	H	2016.01
H04N  19/567	H04N0019510000	H	2016.01
H04N  19/57	H04N0019510000	H	2016.01
H04N  19/573	H04N0019510000	H	2016.01
H04N  19/577	H04N0019510000	H	2016.01
H04N  19/587	H04N0019500000	H	2016.01
H04N  19/59	H04N0019500000	H	2016.01
H04N  19/593	H04N0019500000	H	2016.01
H04N  19/597	H04N0019500000	H	2016.01
H04N  19/60	H04N0019000000	H	2016.01
H04N  19/61	H04N0019600000	H	2016.01
H04N  19/615	H04N0019610000	H	2016.01
H04N  19/62	H04N0019600000	H	2016.01
H04N  19/625	H04N0019600000	H	2016.01
H04N  19/63	H04N0019600000	H	2016.01
H04N  19/645	H04N0019640000	H	2016.01
H04N  19/70	H04N0019000000	H	2016.01
H04N  19/80	H04N0019000000	H	2016.01
