ipc_code	ancestor	parent	ipc_version
A47J  27/18	A47J0027140000	A	2016.01
A47J  27/20	A47J0027000000	A	2016.01
A47J  27/21	A47J0027000000	A	2016.01
A47J  27/212	A47J0027210000	A	2016.01
A47J  27/56	A47J0027000000	A	2016.01
A47J  27/57	A47J0027560000	A	2016.01
A47J  27/58	A47J0027560000	A	2016.01
A47J  27/60	A47J0027560000	A	2016.01
A47J  27/62	A47J0027560000	A	2016.01
A47J  27/64	A47J0027620000	A	2016.01
A47J  29/00		A	2016.01
A47J  29/02	A47J0029000000	A	2016.01
A47J  29/04	A47J0029020000	A	2016.01
A47J  29/06	A47J0029000000	A	2016.01
A47J  31/00		A	2016.01
A47J  31/02	A47J0031000000	A	2016.01
A47J  31/04	A47J0031000000	A	2016.01
A47J  31/043	A47J0031040000	A	2016.01
A47J  31/047	A47J0031043000	A	2016.01
A47J  31/053	A47J0031040000	A	2016.01
A47J  31/057	A47J0031040000	A	2016.01
A47J  31/06	A47J0031000000	A	2016.01
A47J  31/08	A47J0031060000	A	2016.01
A47J  31/10	A47J0031000000	A	2016.01
A47J  31/12	A47J0031100000	A	2016.01
A47J  31/14	A47J0031000000	A	2016.01
A47J  31/16	A47J0031000000	A	2016.01
A47J  31/18	A47J0031000000	A	2016.01
A47J  31/20	A47J0031180000	A	2016.01
A47J  31/22	A47J0031000000	A	2016.01
A47J  31/24	A47J0031000000	A	2016.01
A47J  31/30	A47J0031240000	A	2016.01
A47J  31/32	A47J0031240000	A	2016.01
A47J  31/34	A47J0031240000	A	2016.01
A47J  31/36	A47J0031340000	A	2016.01
A47J  31/38	A47J0031360000	A	2016.01
A47J  31/40	A47J0031000000	A	2016.01
A47J  31/41	A47J0031400000	A	2016.01
A47J  31/42	A47J0031000000	A	2016.01
A47J  31/44	A47J0031000000	A	2016.01
A47J  31/46	A47J0031440000	A	2016.01
A47J  31/48	A47J0031440000	A	2016.01
A47J  31/50	A47J0031440000	A	2016.01
A47J  31/52	A47J0031440000	A	2016.01
A47J  31/54	A47J0031440000	A	2016.01
A47J  31/56	A47J0031540000	A	2016.01
A47J  31/58	A47J0031440000	A	2016.01
A47J  31/60	A47J0031440000	A	2016.01
A47J  33/00		A	2016.01
A47J  36/00		A	2016.01
A47J  36/02	A47J0036000000	A	2016.01
A47J  36/04	A47J0036020000	A	2016.01
A47J  36/06	A47J0036000000	A	2016.01
A47J  36/08	A47J0036060000	A	2016.01
A47J  36/10	A47J0036060000	A	2016.01
A47J  36/12	A47J0036060000	A	2016.01
A47J  36/14	A47J0036000000	A	2016.01
A47J  36/16	A47J0036000000	A	2016.01
A47J  36/18	A47J0036160000	A	2016.01
A47J  36/20	A47J0036160000	A	2016.01
A47J  36/22	A47J0036200000	A	2016.01
A47J  36/24	A47J0036000000	A	2016.01
A47J  36/26	A47J0036240000	A	2016.01
A47J  36/28	A47J0036240000	A	2016.01
A47J  36/30	A47J0036240000	A	2016.01
A47J  36/32	A47J0036000000	A	2016.01
A47J  36/34	A47J0036000000	A	2016.01
A47J  36/36	A47J0036000000	A	2016.01
A47J  36/38	A47J0036000000	A	2016.01
A47J  36/40	A47J0036000000	A	2016.01
A47J  36/42	A47J0036000000	A	2016.01
A47J  37/00		A	2016.01
A47J  37/01	A47J0037000000	A	2016.01
A47J  37/04	A47J0037000000	A	2016.01
A47J  37/06	A47J0037000000	A	2016.01
A47J  37/07	A47J0037060000	A	2016.01
A47J  37/08	A47J0037060000	A	2016.01
A47J  37/10	A47J0037000000	A	2016.01
A47J  37/12	A47J0037000000	A	2016.01
A47J  39/00		A	2016.01
A47J  39/02	A47J0039000000	A	2016.01
A47J  41/00		A	2016.01
A47J  41/02	A47J0041000000	A	2016.01
A47J  42/00		A	2016.01
A47J  42/02	A47J0042000000	A	2016.01
A47J  42/04	A47J0042020000	A	2016.01
A47J  42/06	A47J0042020000	A	2016.01
A47J  42/08	A47J0042020000	A	2016.01
A47J  42/10	A47J0042020000	A	2016.01
A47J  42/12	A47J0042000000	A	2016.01
A47J  42/14	A47J0042120000	A	2016.01
A47J  42/16	A47J0042120000	A	2016.01
A47J  42/18	A47J0042120000	A	2016.01
A47J  42/20	A47J0042120000	A	2016.01
A47J  42/22	A47J0042000000	A	2016.01
A47J  42/24	A47J0042220000	A	2016.01
A47J  42/26	A47J0042220000	A	2016.01
A47J  42/28	A47J0042220000	A	2016.01
A47J  42/30	A47J0042220000	A	2016.01
A47J  42/32	A47J0042000000	A	2016.01
A47J  42/34	A47J0042320000	A	2016.01
A47J  42/36	A47J0042320000	A	2016.01
A47J  42/38	A47J0042000000	A	2016.01
A47J  42/40	A47J0042380000	A	2016.01
A47J  42/42	A47J0042400000	A	2016.01
A47J  42/44	A47J0042380000	A	2016.01
A47J  42/46	A47J0042380000	A	2016.01
A47J  42/48	A47J0042380000	A	2016.01
A47J  42/50	A47J0042380000	A	2016.01
A47J  42/52	A47J0042380000	A	2016.01
A47J  42/54	A47J0042380000	A	2016.01
A47J  42/56	A47J0042380000	A	2016.01
A47J  43/00		A	2016.01
A47J  43/04	A47J0043000000	A	2016.01
A47J  43/042	A47J0043040000	A	2016.01
A47J  43/044	A47J0043040000	A	2016.01
A47J  43/046	A47J0043040000	A	2016.01
A47J  43/06	A47J0043040000	A	2016.01
A47J  43/07	A47J0043040000	A	2016.01
A47J  43/08	A47J0043070000	A	2016.01
A47J  43/09	A47J0043080000	A	2016.01
A47J  43/10	A47J0043000000	A	2016.01
A47J  43/12	A47J0043000000	A	2016.01
A47J  43/14	A47J0043000000	A	2016.01
A47J  43/16	A47J0043000000	A	2016.01
A47J  43/18	A47J0043000000	A	2016.01
A47J  43/20	A47J0043000000	A	2016.01
A47J  43/22	A47J0043000000	A	2016.01
A47J  43/24	A47J0043000000	A	2016.01
A47J  43/25	A47J0043000000	A	2016.01
A47J  43/26	A47J0043000000	A	2016.01
A47J  43/27	A47J0043000000	A	2016.01
A47J  43/28	A47J0043000000	A	2016.01
A47J  44/00		A	2016.01
A47J  44/02	A47J0044000000	A	2016.01
A47J  45/00		A	2016.01
A47J  45/02	A47J0045000000	A	2016.01
A47J  45/06	A47J0045000000	A	2016.01
A47J  45/07	A47J0045060000	A	2016.01
A47J  45/08	A47J0045060000	A	2016.01
A47J  45/10	A47J0045000000	A	2016.01
A47J  47/00		A	2016.01
A47J  47/01	A47J0047000000	A	2016.01
A47J  47/02	A47J0047000000	A	2016.01
A47J  47/04	A47J0047020000	A	2016.01
A47J  47/06	A47J0047040000	A	2016.01
A47J  47/08	A47J0047020000	A	2016.01
A47J  47/10	A47J0047080000	A	2016.01
A47J  47/12	A47J0047080000	A	2016.01
A47J  47/14	A47J0047000000	A	2016.01
A47J  47/16	A47J0047000000	A	2016.01
A47J  47/18	A47J0047000000	A	2016.01
A47J  47/19	A47J0047180000	A	2016.01
A47J  47/20	A47J0047000000	A	2016.01
A47K   1/00		A	2016.01
A47K   1/02	A47K0001000000	A	2016.01
A47K   1/04	A47K0001000000	A	2016.01
A47K   1/05	A47K0001040000	A	2016.01
A47K   1/06	A47K0001000000	A	2016.01
A47K   1/08	A47K0001000000	A	2016.01
A47K   1/09	A47K0001080000	A	2016.01
A47K   1/10	A47K0001000000	A	2016.01
A47K   1/12	A47K0001000000	A	2016.01
A47K   1/14	A47K0001000000	A	2016.01
A47K   3/00		A	2016.01
A47K   3/02	A47K0003000000	A	2016.01
A47K   3/022	A47K0003020000	A	2016.01
A47K   3/024	A47K0003022000	A	2016.01
A47K   3/03	A47K0003020000	A	2016.01
A47K   3/034	A47K0003030000	A	2016.01
A47K   3/04	A47K0003020000	A	2016.01
A47K   3/06	A47K0003020000	A	2016.01
A47K   3/062	A47K0003060000	A	2016.01
A47K   3/064	A47K0003062000	A	2016.01
A47K   3/07	A47K0003060000	A	2016.01
A47K   3/074	A47K0003070000	A	2016.01
A47K   3/08	A47K0003020000	A	2016.01
A47K   3/10	A47K0003000000	A	2016.01
A47K   3/12	A47K0003000000	A	2016.01
A47K   3/14	A47K0003000000	A	2016.01
A47K   3/16	A47K0003000000	A	2016.01
A47K   3/162	A47K0003160000	A	2016.01
A47K   3/164	A47K0003162000	A	2016.01
A47K   3/17	A47K0003160000	A	2016.01
A47K   3/18	A47K0003000000	A	2016.01
A47K   3/20	A47K0003000000	A	2016.01
A47K   3/26	A47K0003000000	A	2016.01
A47K   3/28	A47K0003000000	A	2016.01
A47K   3/30	A47K0003280000	A	2016.01
A47K   3/32	A47K0003300000	A	2016.01
A47K   3/34	A47K0003300000	A	2016.01
A47K   3/36	A47K0003300000	A	2016.01
A47K   3/38	A47K0003280000	A	2016.01
A47K   3/40	A47K0003280000	A	2016.01
A47K   4/00		A	2016.01
A47K   5/00		A	2016.01
A47K   5/02	A47K0005000000	A	2016.01
A47K   5/03	A47K0005020000	A	2016.01
A47K   5/04	A47K0005000000	A	2016.01
A47K   5/05	A47K0005040000	A	2016.01
A47K   5/06	A47K0005000000	A	2016.01
A47K   5/08	A47K0005060000	A	2016.01
A47K   5/09	A47K0005080000	A	2016.01
A47K   5/10	A47K0005060000	A	2016.01
A47K   5/12	A47K0005060000	A	2016.01
A47K   5/122	A47K0005120000	A	2016.01
A47K   5/13	A47K0005120000	A	2016.01
A47K   5/14	A47K0005000000	A	2016.01
A47K   5/16	A47K0005140000	A	2016.01
A47K   5/18	A47K0005000000	A	2016.01
A47K   7/00		A	2016.01
A47K   7/02	A47K0007000000	A	2016.01
A47K   7/03	A47K0007020000	A	2016.01
A47K   7/04	A47K0007000000	A	2016.01
A47K   7/06	A47K0007000000	A	2016.01
A47K   7/08	A47K0007000000	A	2016.01
A47K  10/00		A	2016.01
A47K  10/02	A47K0010000000	A	2016.01
A47K  10/04	A47K0010000000	A	2016.01
A47K  10/06	A47K0010040000	A	2016.01
A47K  10/08	A47K0010040000	A	2016.01
A47K  10/10	A47K0010040000	A	2016.01
A47K  10/12	A47K0010000000	A	2016.01
A47K  10/14	A47K0010120000	A	2016.01
A47K  10/16	A47K0010000000	A	2016.01
A47K  10/18	A47K0010160000	A	2016.01
A47K  10/20	A47K0010180000	A	2016.01
A47K  10/22	A47K0010180000	A	2016.01
A47K  10/24	A47K0010000000	A	2016.01
A47K  10/26	A47K0010240000	A	2016.01
A47K  10/28	A47K0010240000	A	2016.01
A47K  10/30	A47K0010280000	A	2016.01
A47K  10/32	A47K0010240000	A	2016.01
A47K  10/34	A47K0010320000	A	2016.01
A47K  10/36	A47K0010340000	A	2016.01
A47K  10/38	A47K0010340000	A	2016.01
A47K  10/40	A47K0010380000	A	2016.01
A47K  10/42	A47K0010320000	A	2016.01
A47K  10/44	A47K0010420000	A	2016.01
A47K  10/46	A47K0010320000	A	2016.01
A47K  10/48	A47K0010000000	A	2016.01
A47K  11/00		A	2016.01
A47K  11/02	A47K0011000000	A	2016.01
A47K  11/03	A47K0011020000	A	2016.01
A47K  11/04	A47K0011000000	A	2016.01
A47K  11/06	A47K0011000000	A	2016.01
A47K  11/08	A47K0011000000	A	2016.01
A47K  11/10	A47K0011000000	A	2016.01
A47K  11/12	A47K0011000000	A	2016.01
A47K  13/00		A	2016.01
A47K  13/02	A47K0013000000	A	2016.01
A47K  13/04	A47K0013000000	A	2016.01
A47K  13/06	A47K0013000000	A	2016.01
A47K  13/08	A47K0013000000	A	2016.01
A47K  13/10	A47K0013000000	A	2016.01
A47K  13/12	A47K0013000000	A	2016.01
A47K  13/14	A47K0013000000	A	2016.01
A47K  13/16	A47K0013140000	A	2016.01
A47K  13/18	A47K0013140000	A	2016.01
A47K  13/20	A47K0013180000	A	2016.01
A47K  13/22	A47K0013180000	A	2016.01
A47K  13/24	A47K0013000000	A	2016.01
A47K  13/26	A47K0013240000	A	2016.01
A47K  13/28	A47K0013240000	A	2016.01
A47K  13/30	A47K0013240000	A	2016.01
A47K  17/00		A	2016.01
A47K  17/02	A47K0017000000	A	2016.01
A47L   1/00		A	2016.01
A47L   1/02	A47L0001000000	A	2016.01
A47L   1/03	A47L0001020000	A	2016.01
A47L   1/05	A47L0001020000	A	2016.01
A47L   1/06	A47L0001000000	A	2016.01
A47L   1/08	A47L0001060000	A	2016.01
A47L   1/09	A47L0001060000	A	2016.01
A47L   1/095	A47L0001090000	A	2016.01
A47L   1/12	A47L0001060000	A	2016.01
A47L   1/13	A47L0001120000	A	2016.01
A47L   1/15	A47L0001060000	A	2016.01
A47L   1/16	A47L0001000000	A	2016.01
A47L   3/00		A	2016.01
A47L   3/02	A47L0003000000	A	2016.01
A47L   3/04	A47L0003000000	A	2016.01
A47L   4/00		A	2016.01
A47L   4/02	A47L0004000000	A	2016.01
A47L   4/04	A47L0004000000	A	2016.01
A47L   5/00		A	2016.01
A47L   5/02	A47L0005000000	A	2016.01
A47L   5/04	A47L0005020000	A	2016.01
A47L   5/05	A47L0005040000	A	2016.01
A47L   5/06	A47L0005020000	A	2016.01
A47L   5/08	A47L0005060000	A	2016.01
A47L   5/10	A47L0005080000	A	2016.01
A47L   5/12	A47L0005000000	A	2016.01
A47L   5/14	A47L0005120000	A	2016.01
A47L   5/16	A47L0005120000	A	2016.01
A47L   5/18	A47L0005160000	A	2016.01
A47L   5/20	A47L0005160000	A	2016.01
A47L   5/22	A47L0005120000	A	2016.01
A47L   5/24	A47L0005220000	A	2016.01
A47L   5/26	A47L0005240000	A	2016.01
A47L   5/28	A47L0005220000	A	2016.01
A47L   5/30	A47L0005280000	A	2016.01
A47L   5/32	A47L0005280000	A	2016.01
A47L   5/34	A47L0005280000	A	2016.01
A47L   5/36	A47L0005220000	A	2016.01
A47L   5/38	A47L0005220000	A	2016.01
A47L   7/00		A	2016.01
A47L   7/02	A47L0007000000	A	2016.01
A47L   7/04	A47L0007000000	A	2016.01
A47L   7/06	A47L0007040000	A	2016.01
A47L   7/08	A47L0007040000	A	2016.01
A47L   9/00		A	2016.01
A47L   9/02	A47L0009000000	A	2016.01
A47L   9/04	A47L0009020000	A	2016.01
A47L   9/06	A47L0009020000	A	2016.01
A47L   9/08	A47L0009020000	A	2016.01
A47L   9/10	A47L0009000000	A	2016.01
A47L   9/12	A47L0009100000	A	2016.01
A47L   9/14	A47L0009100000	A	2016.01
A47L   9/16	A47L0009100000	A	2016.01
A47L   9/18	A47L0009100000	A	2016.01
A47L   9/19	A47L0009100000	A	2016.01
A47L   9/20	A47L0009000000	A	2016.01
A47L   9/22	A47L0009000000	A	2016.01
A47L   9/24	A47L0009000000	A	2016.01
A47L   9/26	A47L0009000000	A	2016.01
A47L   9/28	A47L0009000000	A	2016.01
A47L   9/30	A47L0009280000	A	2016.01
A47L   9/32	A47L0009000000	A	2016.01
A47L  11/00		A	2016.01
A47L  11/02	A47L0011000000	A	2016.01
A47L  11/03	A47L0011020000	A	2016.01
A47L  11/04	A47L0011020000	A	2016.01
A47L  11/06	A47L0011040000	A	2016.01
A47L  11/08	A47L0011040000	A	2016.01
A47L  11/10	A47L0011020000	A	2016.01
A47L  11/12	A47L0011100000	A	2016.01
A47L  11/14	A47L0011100000	A	2016.01
A47L  11/16	A47L0011140000	A	2016.01
A47L  11/162	A47L0011160000	A	2016.01
A47L  11/164	A47L0011160000	A	2016.01
A47L  11/18	A47L0011140000	A	2016.01
A47L  11/19	A47L0011180000	A	2016.01
A47L  11/20	A47L0011020000	A	2016.01
A47L  11/202	A47L0011200000	A	2016.01
A47L  11/204	A47L0011200000	A	2016.01
A47L  11/205	A47L0011204000	A	2016.01
A47L  11/206	A47L0011204000	A	2016.01
A47L  11/22	A47L0011000000	A	2016.01
A47L  11/24	A47L0011000000	A	2016.01
A47L  11/26	A47L0011000000	A	2016.01
A47L  11/28	A47L0011000000	A	2016.01
A47L  11/282	A47L0011280000	A	2016.01
A47L  11/283	A47L0011282000	A	2016.01
A47L  11/284	A47L0011280000	A	2016.01
A47L  11/29	A47L0011000000	A	2016.01
A47L  11/292	A47L0011290000	A	2016.01
A47L  11/293	A47L0011292000	A	2016.01
A47L  11/294	A47L0011290000	A	2016.01
A47L  11/30	A47L0011290000	A	2016.01
A47L  11/32	A47L0011000000	A	2016.01
A47L  11/33	A47L0011320000	A	2016.01
A47L  11/34	A47L0011000000	A	2016.01
A47L  11/36	A47L0011000000	A	2016.01
A47L  11/38	A47L0011000000	A	2016.01
A47L  11/40	A47L0011000000	A	2016.01
A47L  13/00		A	2016.01
A47L  13/02	A47L0013000000	A	2016.01
A47L  13/022	A47L0013020000	A	2016.01
A47L  13/03	A47L0013020000	A	2016.01
A47L  13/04	A47L0013020000	A	2016.01
A47L  13/06	A47L0013020000	A	2016.01
A47L  13/07	A47L0013060000	A	2016.01
A47L  13/08	A47L0013020000	A	2016.01
A47L  13/10	A47L0013000000	A	2016.01
A47L  13/11	A47L0013100000	A	2016.01
A47L  13/12	A47L0013100000	A	2016.01
A47L  13/14	A47L0013100000	A	2016.01
A47L  13/142	A47L0013140000	A	2016.01
A47L  13/144	A47L0013140000	A	2016.01
A47L  13/146	A47L0013140000	A	2016.01
A47L  13/16	A47L0013100000	A	2016.01
A47L  13/17	A47L0013160000	A	2016.01
A47L  13/18	A47L0013160000	A	2016.01
A47L  13/19	A47L0013180000	A	2016.01
A47L  13/20	A47L0013100000	A	2016.01
A47L  13/22	A47L0013200000	A	2016.01
A47L  13/23	A47L0013220000	A	2016.01
A47L  13/24	A47L0013200000	A	2016.01
A47L  13/25	A47L0013240000	A	2016.01
A47L  13/252	A47L0013250000	A	2016.01
A47L  13/253	A47L0013250000	A	2016.01
A47L  13/254	A47L0013240000	A	2016.01
A47L  13/255	A47L0013254000	A	2016.01
A47L  13/256	A47L0013254000	A	2016.01
A47L  13/257	A47L0013254000	A	2016.01
A47L  13/258	A47L0013254000	A	2016.01
A47L  13/26	A47L0013100000	A	2016.01
A47L  13/28	A47L0013100000	A	2016.01
A47L  13/282	A47L0013280000	A	2016.01
A47L  13/284	A47L0013280000	A	2016.01
A47L  13/286	A47L0013280000	A	2016.01
A47L  13/29	A47L0013280000	A	2016.01
A47L  13/294	A47L0013280000	A	2016.01
A47L  13/30	A47L0013280000	A	2016.01
A47L  13/31	A47L0013300000	A	2016.01
A47L  13/312	A47L0013310000	A	2016.01
A47L  13/314	A47L0013300000	A	2016.01
A47L  13/316	A47L0013314000	A	2016.01
A47L  13/32	A47L0013280000	A	2016.01
A47L  13/34	A47L0013100000	A	2016.01
A47L  13/36	A47L0013100000	A	2016.01
A47L  13/38	A47L0013100000	A	2016.01
A47L  13/40	A47L0013100000	A	2016.01
A47L  13/41	A47L0013400000	A	2016.01
A47L  13/42	A47L0013100000	A	2016.01
A47L  13/44	A47L0013420000	A	2016.01
A47L  13/46	A47L0013420000	A	2016.01
A47L  13/48	A47L0013420000	A	2016.01
A47L  13/50	A47L0013100000	A	2016.01
A47L  13/502	A47L0013500000	A	2016.01
A47L  13/51	A47L0013500000	A	2016.01
A47L  13/512	A47L0013510000	A	2016.01
A47L  13/52	A47L0013500000	A	2016.01
A47L  13/54	A47L0013500000	A	2016.01
A47L  13/56	A47L0013500000	A	2016.01
A47L  13/58	A47L0013500000	A	2016.01
A47L  13/59	A47L0013580000	A	2016.01
A47L  13/60	A47L0013580000	A	2016.01
A47L  13/62	A47L0013500000	A	2016.01
A47L  15/00		A	2016.01
A47L  15/02	A47L0015000000	A	2016.01
A47L  15/04	A47L0015020000	A	2016.01
A47L  15/06	A47L0015020000	A	2016.01
A47L  15/08	A47L0015020000	A	2016.01
A47L  15/10	A47L0015020000	A	2016.01
A47L  15/12	A47L0015020000	A	2016.01
A47L  15/13	A47L0015020000	A	2016.01
A47L  15/14	A47L0015000000	A	2016.01
A47L  15/16	A47L0015140000	A	2016.01
A47L  15/18	A47L0015140000	A	2016.01
A47L  15/20	A47L0015180000	A	2016.01
A47L  15/22	A47L0015180000	A	2016.01
A47L  15/23	A47L0015220000	A	2016.01
A47L  15/24	A47L0015000000	A	2016.01
A47L  15/26	A47L0015000000	A	2016.01
A47L  15/28	A47L0015260000	A	2016.01
A47L  15/30	A47L0015260000	A	2016.01
A47L  15/32	A47L0015300000	A	2016.01
A47L  15/33	A47L0015300000	A	2016.01
A47L  15/34	A47L0015260000	A	2016.01
A47L  15/36	A47L0015260000	A	2016.01
A47L  15/37	A47L0015000000	A	2016.01
A47L  15/39	A47L0015370000	A	2016.01
A47L  15/42	A47L0015000000	A	2016.01
A47L  15/44	A47L0015420000	A	2016.01
A47L  15/46	A47L0015420000	A	2016.01
A47L  15/48	A47L0015420000	A	2016.01
A47L  15/50	A47L0015420000	A	2016.01
A47L  17/00		A	2016.01
A47L  17/02	A47L0017000000	A	2016.01
A47L  17/04	A47L0017000000	A	2016.01
A47L  17/06	A47L0017040000	A	2016.01
A47L  17/08	A47L0017040000	A	2016.01
A47L  17/10	A47L0017000000	A	2016.01
A47L  19/00		A	2016.01
A47L  19/02	A47L0019000000	A	2016.01
A47L  19/04	A47L0019000000	A	2016.01
A47L  21/00		A	2016.01
A47L  21/02	A47L0021000000	A	2016.01
A47L  21/04	A47L0021000000	A	2016.01
A47L  21/06	A47L0021000000	A	2016.01
A47L  23/00		A	2016.01
A47L  23/02	A47L0023000000	A	2016.01
A47L  23/04	A47L0023000000	A	2016.01
A47L  23/05	A47L0023040000	A	2016.01
A47L  23/06	A47L0023040000	A	2016.01
A47L  23/08	A47L0023040000	A	2016.01
A47L  23/10	A47L0023040000	A	2016.01
A47L  23/12	A47L0023040000	A	2016.01
A47L  23/14	A47L0023040000	A	2016.01
A47L  23/16	A47L0023000000	A	2016.01
A47L  23/17	A47L0023160000	A	2016.01
A47L  23/18	A47L0023000000	A	2016.01
A47L  23/20	A47L0023000000	A	2016.01
A47L  23/22	A47L0023000000	A	2016.01
A47L  23/24	A47L0023220000	A	2016.01
A47L  23/26	A47L0023220000	A	2016.01
A47L  23/28	A47L0023000000	A	2016.01
A47L  25/00		A	2016.01
A47L  25/02	A47L0025000000	A	2016.01
A47L  25/04	A47L0025000000	A	2016.01
A47L  25/06	A47L0025000000	A	2016.01
A47L  25/08	A47L0025000000	A	2016.01
A47L  25/12	A47L0025000000	A	2016.01
A61B   1/00		A	2016.01
A61B   1/002	A61B0001000000	A	2016.01
A61B   1/005	A61B0001000000	A	2016.01
A61B   1/008	A61B0001005000	A	2016.01
A61B   1/01	A61B0001005000	A	2016.01
A61B   1/012	A61B0001000000	A	2016.01
A61B   1/015	A61B0001012000	A	2016.01
A61B   1/018	A61B0001012000	A	2016.01
A61B   1/04	A61B0001000000	A	2016.01
A61B   1/045	A61B0001040000	A	2016.01
A61B   1/05	A61B0001040000	A	2016.01
A61B   1/055	A61B0001040000	A	2016.01
A61B   1/06	A61B0001000000	A	2016.01
A61B   1/07	A61B0001060000	A	2016.01
A61B   1/12	A61B0001000000	A	2016.01
A61B   1/227	A61B0001000000	A	2016.01
A61B   1/233	A61B0001000000	A	2016.01
A61B   1/24	A61B0001000000	A	2016.01
A61B   1/247	A61B0001240000	A	2016.01
A61B   1/253	A61B0001247000	A	2016.01
A61B   1/267	A61B0001000000	A	2016.01
A61B   1/273	A61B0001000000	A	2016.01
A61B   1/303	A61B0001000000	A	2016.01
A61B   1/307	A61B0001000000	A	2016.01
A61B   1/31	A61B0001000000	A	2016.01
A61B   1/313	A61B0001000000	A	2016.01
A61B   1/317	A61B0001313000	A	2016.01
A61B   1/32	A61B0001000000	A	2016.01
A61B   3/00		A	2016.01
A61B   3/02	A61B0003000000	A	2016.01
A61B   3/024	A61B0003020000	A	2016.01
A61B   3/028	A61B0003020000	A	2016.01
A61B   3/032	A61B0003028000	A	2016.01
A61B   3/036	A61B0003028000	A	2016.01
A61B   3/04	A61B0003028000	A	2016.01
A61B   3/06	A61B0003020000	A	2016.01
A61B   3/08	A61B0003020000	A	2016.01
A61B   3/09	A61B0003020000	A	2016.01
A61B   3/10	A61B0003000000	A	2016.01
A61B   3/103	A61B0003100000	A	2016.01
A61B   3/107	A61B0003100000	A	2016.01
A61B   3/11	A61B0003100000	A	2016.01
A61B   3/113	A61B0003100000	A	2016.01
A61B   3/117	A61B0003100000	A	2016.01
A61B   3/12	A61B0003100000	A	2016.01
A61B   3/125	A61B0003120000	A	2016.01
A61B   3/13	A61B0003100000	A	2016.01
A61B   3/135	A61B0003130000	A	2016.01
A61B   3/14	A61B0003100000	A	2016.01
A61B   3/15	A61B0003140000	A	2016.01
A61B   3/16	A61B0003100000	A	2016.01
A61B   3/18	A61B0003000000	A	2016.01
A61B   5/00	A61B0005000000	A	2016.01
A61B   5/01	A61B0005000000	A	2016.01
A61B   5/02	A61B0005000000	A	2016.01
A61B   5/0205	A61B0005020000	A	2016.01
A61B   5/021	A61B0005020000	A	2016.01
A61B   5/0215	A61B0005021000	A	2016.01
A61B   5/022	A61B0005021000	A	2016.01
A61B   5/0225	A61B0005022000	A	2016.01
A61B   5/023	A61B0005022000	A	2016.01
A61B   5/0235	A61B0005022000	A	2016.01
A61B   5/024	A61B0005020000	A	2016.01
A61B   5/0245	A61B0005024000	A	2016.01
A61B   5/025	A61B0005024500	A	2016.01
A61B   5/0255	A61B0005024000	A	2016.01
A61B   5/026	A61B0005020000	A	2016.01
A61B   5/0265	A61B0005026000	A	2016.01
A61B   5/027	A61B0005026500	A	2016.01
A61B   5/0275	A61B0005026000	A	2016.01
A61B   5/028	A61B0005027500	A	2016.01
A61B   5/0285	A61B0005026000	A	2016.01
A61B   5/029	A61B0005026000	A	2016.01
A61B   5/0295	A61B0005026000	A	2016.01
A61B   5/03	A61B0005000000	A	2016.01
A61B   5/04	A61B0005000000	A	2016.01
A61B   5/0402	A61B0005040000	A	2016.01
A61B   5/0404	A61B0005040200	A	2016.01
A61B   5/0408	A61B0005040200	A	2016.01
A61B   5/0416	A61B0005040800	A	2016.01
A61B   5/042	A61B0005040800	A	2016.01
A61B   5/0424	A61B0005040800	A	2016.01
A61B   5/0428	A61B0005040200	A	2016.01
A61B   5/0432	A61B0005040200	A	2016.01
A61B   5/0436	A61B0005043200	A	2016.01
A61B   5/044	A61B0005040200	A	2016.01
A61B   5/0444	A61B0005040200	A	2016.01
A61B   5/0448	A61B0005044400	A	2016.01
A61B   5/0452	A61B0005040200	A	2016.01
A61B   5/0456	A61B0005045200	A	2016.01
A61B   5/046	A61B0005045200	A	2016.01
A61B   5/0464	A61B0005045200	A	2016.01
A61B   5/0468	A61B0005045200	A	2016.01
A61B   5/0472	A61B0005045200	A	2016.01
A61B   5/0476	A61B0005040000	A	2016.01
A61B   5/0478	A61B0005047600	A	2016.01
A61B   5/048	A61B0005047600	A	2016.01
A61B   5/0482	A61B0005047600	A	2016.01
A61B   5/0484	A61B0005047600	A	2016.01
A61B   5/0488	A61B0005040000	A	2016.01
A61B   5/0492	A61B0005048800	A	2016.01
A61B   5/0496	A61B0005040000	A	2016.01
A61B   5/05	A61B0005000000	A	2016.01
A61B   5/053	A61B0005050000	A	2016.01
A61B   5/055	A61B0005050000	A	2016.01
A61B   5/06	A61B0005000000	A	2016.01
A61B   5/07	A61B0005000000	A	2016.01
A61B   5/08	A61B0005000000	A	2016.01
A61B   5/083	A61B0005080000	A	2016.01
A61B   5/085	A61B0005080000	A	2016.01
A61B   5/087	A61B0005080000	A	2016.01
A61B   5/09	A61B0005087000	A	2016.01
A61B   5/091	A61B0005080000	A	2016.01
A61B   5/093	A61B0005091000	A	2016.01
A61B   5/095	A61B0005093000	A	2016.01
A61B   5/097	A61B0005080000	A	2016.01
A61B   5/103	A61B0005000000	A	2016.01
A61B   5/107	A61B0005103000	A	2016.01
A61B   5/11	A61B0005103000	A	2016.01
A61B   5/113	A61B0005110000	A	2016.01
A61B   5/117	A61B0005000000	A	2016.01
A61B   5/12	A61B0005000000	A	2016.01
A61B   5/145	A61B0005000000	A	2016.01
A61B   5/1455	A61B0005145000	A	2016.01
