ipc_class_symbol,last_ipc_version,NbAppln
"A01G  23/09",2006-01-01,44
"A01G  23/091",2006-01-01,859
"A01G  23/093",2006-01-01,547
"A01G  23/095",2006-01-01,788
"A01G  23/097",2006-01-01,605
"A01G  23/099",2006-01-01,552
"A01G  23/10",2006-01-01,660
"A01G  23/12",2006-01-01,287
"A01G  23/14",2006-01-01,348
"A01G  25/00",2010-01-01,8072
"A01G  25/02",2006-01-01,7984
"A01G  25/06",2006-01-01,3219
"A01G  25/09",2006-01-01,5398
"A01G  25/14",2006-01-01,1412
"A01G  25/16",2006-01-01,6451
"A01G  27/00",2009-01-01,7742
"A01G  27/02",2006-01-01,3291
"A01G  27/04",2006-01-01,2017
"A01G  27/06",2006-01-01,2285
"A01G  29/00",2006-01-01,1841
"A01G  31/00",2006-01-01,13998
"A01G  31/02",2006-01-01,6057
"A01G  31/04",2006-01-01,1263
"A01G  31/06",2006-01-01,2149
"A01G  33/00",2010-01-01,3175
"A01G  33/02",2006-01-01,2196
"A01H   1/00",2009-01-01,17899
"A01H   1/02",2006-01-01,9829
"A01H   1/04",2006-01-01,5205
"A01H   1/06",2006-01-01,2090
"A01H   1/08",2006-01-01,415
"A01H   3/00",2009-01-01,1068
"A01H   3/02",2006-01-01,188
"A01H   3/04",2006-01-01,866
"A01H   4/00",2009-01-01,12084
"A01H   5/00",2010-01-01,58618
"A01H   5/02",2006-01-01,10422
"A01H   5/04",2006-01-01,606
"A01H   5/06",2006-01-01,589
"A01H   5/08",2006-01-01,3347
"A01H   5/10",2006-01-01,15823
"A01H   5/12",2006-01-01,1545
"A01H   7/00",2006-01-01,493
"A01H   9/00",2006-01-01,193
"A01H  11/00",2006-01-01,233
"A01H  13/00",2006-01-01,494
"A01H  15/00",2006-01-01,560
"A01H  17/00",2006-01-01,240
"A01J   1/00",2006-01-01,126
"A01J   3/00",2006-01-01,222
"A01J   5/00",2006-01-01,2564
"A01J   5/003",2006-01-01,250
"A01J   5/007",2006-01-01,1880
"A01J   5/01",2006-01-01,1246
"A01J   5/013",2006-01-01,464
"A01J   5/017",2006-01-01,3659
"A01J   5/02",2006-01-01,356
"A01J   5/04",2006-01-01,4451
"A01J   5/06",2006-01-01,417
"A01J   5/08",2006-01-01,2121
"A01J   5/10",2006-01-01,715
"A01J   5/12",2006-01-01,507
"A01J   5/14",2006-01-01,317
"A01J   5/16",2006-01-01,208
"A01J   7/00",2006-01-01,4628
"A01J   7/02",2006-01-01,1069
"A01J   7/04",2006-01-01,1278
"A01J   9/00",2006-01-01,707
"A01J   9/02",2006-01-01,183
"A01J   9/04",2006-01-01,1624
"A01J   9/06",2006-01-01,42
"A01J   9/08",2006-01-01,70
"A01J   9/10",2006-01-01,24
"A01J  11/00",2006-01-01,1050
"A01J  11/02",2006-01-01,83
"A01J  11/04",2006-01-01,410
"A01J  11/06",2006-01-01,541
"A01J  11/08",2006-01-01,20
"A01J  11/10",2006-01-01,327
"A01J  11/12",2006-01-01,239
"A01J  11/14",2006-01-01,3
"A01J  11/16",2006-01-01,551
"A01J  13/00",2006-01-01,446
"A01J  15/00",2006-01-01,347
"A01J  15/02",2006-01-01,60
"A01J  15/04",2006-01-01,253
"A01J  15/06",2006-01-01,377
"A01J  15/08",2006-01-01,59
"A01J  15/10",2006-01-01,43
"A01J  15/12",2006-01-01,574
"A01J  15/14",2006-01-01,131
"A01J  15/16",2006-01-01,81
"A01J  15/18",2006-01-01,18
"A01J  15/20",2006-01-01,5
"A01J  15/22",2006-01-01,27
"A01J  15/24",2006-01-01,36
"A01J  15/25",2006-01-01,10
"A01J  15/26",2006-01-01,14
"A01J  15/28",2006-01-01,9
"A01J  17/00",2006-01-01,357
"A01J  19/00",2006-01-01,89
"A01J  21/00",2006-01-01,394
"A01J  21/02",2006-01-01,701
"A01J  23/00",2006-01-01,247
"A01J  25/00",2006-01-01,1980
"A01J  25/02",2006-01-01,269
"A01J  25/04",2006-01-01,24
"A01J  25/06",2006-01-01,787
"A01J  25/08",2006-01-01,166
"A01J  25/10",2006-01-01,105
"A01J  25/11",2006-01-01,1962
"A01J  25/12",2006-01-01,1283
"A01J  25/13",2006-01-01,845
"A01J  25/15",2006-01-01,542
"A01J  25/16",2006-01-01,1124
"A01J  27/00",2006-01-01,524
"A01J  27/02",2006-01-01,291
"A01J  27/04",2006-01-01,670
"A01J  99/00",2006-01-01,20
"A01K   1/00",2010-01-01,8601
"A01K   1/01",2006-01-01,8150
"A01K   1/015",2006-01-01,7686
"A01K   1/02",2006-01-01,5745
"A01K   1/03",2006-01-01,5562
"A01K   1/035",2006-01-01,3802
"A01K   1/04",2006-01-01,494
"A01K   1/06",2006-01-01,2209
"A01K   1/062",2006-01-01,603
"A01K   1/064",2006-01-01,414
"A01K   1/08",2006-01-01,465
"A01K   1/10",2006-01-01,1310
"A01K   1/12",2006-01-01,2971
"A01K   3/00",2009-01-01,3004
"A01K   5/00",2006-01-01,6439
"A01K   5/01",2006-01-01,3664
"A01K   5/015",2006-01-01,299
"A01K   5/02",2006-01-01,10259
"A01K   7/00",2006-01-01,2227
"A01K   7/02",2006-01-01,2353
"A01K   7/04",2006-01-01,753
"A01K   7/06",2006-01-01,2200
"A01K   9/00",2006-01-01,1575
"A01K  11/00",2010-01-01,7539
"A01K  13/00",2010-01-01,9764
"A01K  14/00",2006-01-01,316
"A01K  15/00",2009-01-01,2109
"A01K  15/02",2006-01-01,5911
"A01K  15/04",2006-01-01,1703
"A01K  17/00",2006-01-01,358
"A01K  19/00",2006-01-01,182
"A01K  21/00",2006-01-01,380
"A01K  23/00",2009-01-01,4430
"A01K  25/00",2006-01-01,357
"A01K  27/00",2010-01-01,6325
"A01K  29/00",2010-01-01,8417
"A01K  31/00",2010-01-01,2584
"A01K  31/02",2006-01-01,239
"A01K  31/04",2006-01-01,1652
"A01K  31/06",2006-01-01,2080
"A01K  31/07",2006-01-01,464
"A01K  31/08",2006-01-01,518
"A01K  31/10",2006-01-01,159
"A01K  31/12",2006-01-01,528
"A01K  31/14",2006-01-01,724
"A01K  31/16",2006-01-01,1553
"A01K  31/17",2006-01-01,452
"A01K  31/18",2006-01-01,1028
"A01K  31/19",2006-01-01,624
"A01K  31/20",2006-01-01,529
"A01K  31/22",2006-01-01,518
"A01K  31/24",2006-01-01,229
"A01K  33/00",2006-01-01,54
"A01K  35/00",2006-01-01,654
"A01K  37/00",2009-01-01,347
"A01K  39/00",2006-01-01,833
"A01K  39/01",2006-01-01,2458
"A01K  39/012",2006-01-01,2741
"A01K  39/014",2006-01-01,1343
"A01K  39/02",2006-01-01,1861
"A01K  39/022",2006-01-01,405
"A01K  39/024",2006-01-01,279
"A01K  39/026",2006-01-01,397
"A01K  39/04",2006-01-01,417
"A01K  39/06",2006-01-01,212
"A01K  41/00",2006-01-01,1804
"A01K  41/02",2006-01-01,637
"A01K  41/04",2006-01-01,194
"A01K  41/06",2006-01-01,554
"A01K  43/00",2006-01-01,2094
"A01K  43/04",2006-01-01,154
"A01K  43/06",2006-01-01,70
"A01K  43/08",2006-01-01,215
"A01K  43/10",2006-01-01,105
"A01K  45/00",2006-01-01,2852
"A01K  47/00",2010-01-01,1816
"A01K  47/02",2006-01-01,872
"A01K  47/04",2006-01-01,712
"A01K  47/06",2006-01-01,1365
"A01K  49/00",2006-01-01,579
"A01K  51/00",2010-01-01,806
"A01K  53/00",2009-01-01,599
"A01K  55/00",2006-01-01,550
"A01K  57/00",2006-01-01,311
"A01K  59/00",2006-01-01,592
"A01K  59/02",2006-01-01,253
"A01K  59/04",2006-01-01,365
"A01K  59/06",2006-01-01,249
"A01K  61/00",2010-01-01,26598
"A01K  61/02",2006-01-01,3283
"A01K  63/00",2006-01-01,12185
"A01K  63/02",2006-01-01,2587
"A01K  63/04",2006-01-01,14597
"A01K  63/06",2006-01-01,2927
"A01K  65/00",2006-01-01,234
"A01K  67/00",2010-01-01,6965
"A01K  67/02",2006-01-01,5607
"A01K  67/027",2006-01-01,32844
"A01K  67/033",2006-01-01,7408
"A01K  67/04",2006-01-01,2386
"A01K  69/00",2006-01-01,1560
"A01K  69/02",2006-01-01,129
"A01K  69/04",2006-01-01,194
"A01K  69/06",2006-01-01,1140
"A01K  69/08",2006-01-01,774
"A01K  69/10",2006-01-01,435
"A01K  71/00",2006-01-01,322
"A01K  73/00",2006-01-01,938
"A01K  73/02",2006-01-01,1721
"A01K  73/04",2006-01-01,658
"A01K  73/045",2006-01-01,797
"A01K  73/05",2006-01-01,225
"A01K  73/053",2006-01-01,104
"A01K  73/06",2006-01-01,1663
"A01K  73/10",2006-01-01,207
"A01K  73/12",2006-01-01,510
"A01K  74/00",2006-01-01,1068
"A01K  75/00",2010-01-01,3830
"A01K  75/02",2006-01-01,285
"A01K  75/04",2006-01-01,1170
"A01K  75/06",2006-01-01,511
"A01K  77/00",2006-01-01,2121
"A01K  79/00",2006-01-01,4050
"A01K  79/02",2006-01-01,877
"A01K  80/00",2006-01-01,1010
"A01K  81/00",2006-01-01,314
"A01K  81/04",2006-01-01,193
